G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G20,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G38,G39,G40,G41,G42,G43,G44,G45,G46,G47,G48,G49,G50,G51,G52,G53,G54,G55,G56,G57,G58,G59,G60,G61,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G74,G75,G76,G77,G78,G79,G80,G81,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G94,G95,G96,G97,G98,G99,G100,h
0.687132172,-0.01239839,0.833340213,0.362174778,0.530249027,0.239749512,0.283507755,0.122847465,0.278159817,0.676513589,0.715195374,0.699306498,0.124632482,0.092503531,0.505765103,0.076945674,0.473163973,0.25878442,0.527617158,0.335288306,0.581668621,0.299335555,0.673329137,0.032332833,0.026054068,-0.012433119,0.698081315,0.364021193,0.166139908,0.684443213,0.067761224,0.268955067,0.304645287,0.014070525,-0.059275744,0.244197627,0.28389965,0.169171365,0.661410472,0.508723394,0.479903128,0.75713523,0.085887955,0.05330927,0.309151734,0.755296133,1.121726607,0.211929868,0.212271162,0.415993644,0.643382162,0.748614761,0.74549756,0.859969873,0.47528749,0.108896734,1.038202725,0.598081468,0.461577942,0.027983929,-0.017506495,0.094535408,0.61204567,0.057171045,0.618234656,0.726757928,0.964536435,0.595422711,0.836828624,0.691963842,0.005003611,0.185459125,1.084607872,0.634060415,0.225767706,0.792429988,0.703214219,0.033206774,0.464795071,0.19624801,0.904411518,0.03733465,0.790920686,0.789794942,-0.110798391,0.261640242,0.36723343,0.283942996,0.162982619,0.386400518,0.124532245,0.629948533,0.01673963,0.173184552,0.176876239,0.357372465,0.862588487,0.061801407,0.531189312,0.223535944,250
0.406888888,-0.140489273,0.759260871,0.116039446,0.370487567,0.51349634,-0.162661484,0.316933571,0.056081285,0.472799417,0.262765381,0.002777665,0.854903815,0.286337,0.485771238,0.41691455,0.672004129,0.455469969,0.312501611,0.344536818,0.872338006,0.860453377,0.698922533,0.588305676,0.562480995,0.0532822,0.419519684,0.918631864,0.092852785,0.61752661,0.362283214,0.753908347,0.716711511,0.315285395,0.0775941,-0.091952536,0.44478232,0.431254963,0.993315526,0.400114736,0.793309797,0.083709058,0.590292824,0.16293705,0.316907983,0.74231083,0.774919004,0.382685037,0.483500119,0.491240628,0.646486568,0.265763705,0.096664609,0.052116527,0.152442001,0.621258591,0.732235655,0.633660045,0.594811629,0.435426159,-0.056927218,-0.108239326,0.930844021,0.388315175,0.727899067,0.252401346,0.250834814,0.6423729,0.627121985,0.731804671,0.168477924,0.270970639,0.70585418,0.880146308,0.173249796,0.906022824,0.878168115,0.043846378,0.807013576,0.102596973,0.711121238,-0.022668982,0.081309594,0.936940689,0.674070776,0.722374238,0.831503069,0.841584182,0.530034936,0.17143388,1.023208758,0.022106652,0.007085823,0.09792308,-0.063573802,0.832086966,1.07365385,-0.135930442,0.166383785,0.875533163,250
0.556026593,0.129065509,0.984737489,0.224505034,0.20146729,0.163554275,0.095121434,0.895378145,0.300497829,0.543872348,1.005662024,0.67307284,0.526996682,0.077754617,0.380779821,-0.00356658,0.789477979,0.380455559,0.650062097,0.415762372,0.979397869,1.107055423,0.655616201,0.254610296,0.228784865,0.629707675,0.367208478,0.821649682,0.402748956,0.702152377,0.449994139,0.120289773,0.553462029,0.108619687,0.082629296,0.06701094,0.59359458,-0.025404946,0.711157921,0.508695423,0.843197931,0.677769599,0.324351801,0.005346932,0.544586891,0.982260069,0.882827757,0.127067264,0.365045859,0.874412017,0.716720202,0.324687269,0.2217605,0.938731598,-0.04698092,0.657871323,0.83530793,0.673524013,0.398973323,0.085692603,0.061528733,-0.001856913,0.719291892,0.097946203,0.998465409,0.878758288,0.705948744,0.129781619,0.341887339,0.966603148,0.00428691,0.161410678,0.650312603,0.567988448,0.991800979,1.024696227,0.635648442,0.004034713,0.911071215,0.182773423,0.820945881,0.087363578,0.195144698,0.881983512,-0.223506481,0.122343396,0.463664282,0.629031963,0.119398171,-0.078543427,0.700822672,0.935415599,0.084775437,-0.116694756,-0.031922676,0.732751568,0.881303583,0.050523915,0.797328066,0.273484362,250
0.592117402,0.544458154,1.087861916,0.831163001,0.355598282,-0.017875737,0.210101453,0.465460904,0.353680264,0.560698149,0.853695195,0.710241405,0.674524515,0.32550426,0.463205178,0.045200373,0.969633298,0.022403893,0.247992091,0.574811735,0.790439872,0.732231498,0.91017337,0.253098534,0.224867831,0.727500635,0.311373251,0.818220502,-0.018144783,0.925206716,0.459005313,0.444875042,0.443395304,-0.074572021,0.041233175,-0.039444563,0.378570649,0.200981996,0.590047724,0.803210647,0.747083208,0.842835989,-0.088717447,0.034660783,0.238006646,0.393563668,0.820538631,-0.057848695,0.518629294,0.721405106,0.599183551,0.535141393,0.229300979,0.802574073,0.043393838,0.576800403,-0.171783263,0.90249566,0.347414471,0.035858549,-0.013551215,0.231809404,0.663747986,0.126579163,0.781441019,0.628936549,0.836472786,0.343212275,0.787346339,0.656506266,0.073702419,0.220167636,0.737193664,0.771748775,0.207642238,0.857974818,0.875082582,0.302045867,0.774839079,0.422576035,0.904904837,-0.063109178,0.791250653,0.955338624,0.640365048,-0.040153003,0.166512768,0.121832421,0.206560292,0.426523125,0.415363534,0.857584286,0.403033544,0.170754396,0.226932689,0.988027929,0.638353637,0.844235583,0.747901493,0.347919544,300
0.394769067,0.681261129,0.588308127,0.422719393,0.309385324,0.619350157,0.342286972,0.674631361,0.391179066,0.354943169,0.16235435,0.093446764,0.768431878,0.666177814,0.419995221,0.384838679,0.610880281,0.43383032,0.346709697,0.747999238,0.812546427,0.871040011,0.824063199,0.753022478,0.593972015,0.138740786,0.496723912,0.379075867,0.082415782,0.60350363,0.245436538,0.961477742,0.692442902,0.443854771,-0.026893609,-0.177744111,0.5945446,0.529118621,0.603383628,0.581997869,1.044569419,0.755279609,0.026301912,0.073028594,0.476311941,0.800545803,0.921772337,0.267443759,0.448825747,0.267100816,0.499666123,0.477508727,0.046859516,0.091974945,1.124340873,0.559679555,0.794413673,0.571220037,0.572403071,0.218301707,0.189660518,0.157052712,0.804491639,0.164432325,0.830504765,0.478122427,0.206558977,0.132612001,0.755165237,1.02321678,0.055204277,0.283860753,0.988125131,0.690748128,0.872489428,0.744721069,0.749352633,-0.038478013,0.837001016,0.349181754,0.909427937,-0.029078715,0.617937255,0.667504702,0.182590069,0.924110353,1.119976868,0.457702195,0.690117132,0.363617099,0.473112632,0.74802892,0.107886828,0.030407602,0.066274318,0.923798525,0.627471003,0.068852782,0.421846347,0.826210843,300
1.033562384,-0.019133361,0.618982628,0.644831382,0.121617963,0.203992507,0.267129193,0.187542371,0.232476655,0.6275142,0.270208346,0.400038301,0.776801114,0.721229273,0.506195652,0.112417126,0.759828451,-0.086578407,0.280772637,0.162401076,0.912672414,0.742682502,0.915430462,0.160738689,0.187599878,0.300586587,0.077198056,1.049834303,0.290377695,0.764241156,0.368424861,0.76532335,0.32141013,0.060501598,-0.012202492,-0.090215819,0.032843417,0.862043512,0.413131876,0.936230091,0.082869621,0.841713205,0.183060484,-0.007143693,0.323976621,0.140036995,0.968324771,0.184329249,0.285268321,0.771339842,0.781765295,0.395351681,0.113536148,0.567624736,0.007620218,0.907564316,0.655975759,0.838373967,0.409809111,0.455446108,0.02728676,-0.025932792,0.932655899,0.018377965,0.829192014,0.625374206,0.826877187,0.195195054,0.914888125,0.56224479,0.124465843,0.172305798,0.93186902,0.633434164,0.01072584,0.551797138,0.206349175,-0.115804041,0.801997211,0.553692374,0.635198763,0.020046222,0.295255834,0.788286678,0.176016745,0.141918917,0.095206555,0.686914994,0.13990622,0.422427143,-0.045190046,0.551092319,0.173971587,0.004286835,0.071767153,0.874808408,0.86662999,0.857242879,0.719398651,0.078052561,300
0.462364726,0.042359949,0.963079491,0.373529035,0.335553367,0.397760388,0.161194633,0.500824323,0.191577583,0.817557099,0.59568116,0.117830063,0.822122672,0.557781028,0.638350021,0.160206516,0.779469354,0.37520016,0.187965515,0.430404549,1.011021179,0.628890758,0.910622741,0.48570579,0.252130311,0.012910028,0.259628681,0.74862996,0.114487436,0.842549789,0.595020882,0.789133183,0.989229941,-0.097731262,-0.045069366,0.054017972,0.607201562,0.280374762,0.730687557,0.625013291,0.949400872,0.807671957,0.175358884,0.127164529,0.270151327,0.752937606,0.901869752,0.170508356,0.327391071,0.541030018,0.578990509,0.711984882,0.14979215,0.681645216,0.058277561,0.823003665,0.860959459,0.882642234,0.683654596,0.088625689,0.158799614,0.287861785,0.738516636,0.039748624,0.814090398,0.844997075,0.253667444,-0.075890849,0.727825656,1.101459649,0.054330003,0.286538199,0.58771376,0.632054111,0.95486064,1.053599171,0.863027046,0.049706736,0.842567372,-0.029431322,0.864065263,0.164869685,0.313216457,0.771148742,-0.04183895,0.508266384,0.572520285,0.519674027,0.963672271,-0.040871106,0.835355936,0.680210225,0.375139817,-0.018996764,0.534226014,1.060708817,0.595543042,0.206821297,0.594716868,0.470828859,300
0.337647166,-0.018540524,0.489264212,0.519421485,0.019303451,0.367240278,0.225115324,0.171634462,0.497183463,0.543415257,0.460407685,0.948950984,0.174493409,0.263148544,0.270532765,0.206928067,0.732682293,0.728850651,0.416150089,0.438467846,0.633285101,0.90834206,0.740683957,0.145570226,0.379287897,0.868557668,0.434379231,0.804380632,0.053875088,0.757547395,0.608809786,0.458298036,0.323734913,0.072312213,-0.030165229,0.158791685,0.226858077,-0.055027223,0.319044676,0.51903334,0.989034168,0.869993218,0.234092744,0.087526536,0.393548078,0.309664481,1.019646883,0.13377497,0.065914813,0.639593217,0.244570585,0.313344687,-0.01125846,0.581893726,0.061804194,0.758049691,0.71137131,0.649036249,0.289979763,0.274870609,0.113302137,0.336493372,0.605567246,0.057849154,0.647614139,0.602028424,0.826652537,0.478313732,0.978430619,0.841624251,0.154470964,0.014144505,0.855058885,0.574743319,0.11739371,1.062060463,0.64986938,0.096077597,0.85379543,0.378580719,0.752957917,-0.123700998,0.477108473,0.491964879,0.145976346,0.170644639,0.4824869,0.401530301,0.586223481,0.125753476,0.820029563,0.284478609,-0.1196286,-0.093560486,0.371577267,0.118672909,0.934322161,0.705260394,0.653666744,0.304037187,300
0.393279857,0.513982961,0.875194083,0.068391751,0.342453753,0.135187052,0.108247481,0.382976989,0.479443949,0.735382548,0.522523743,0.556064065,0.651377534,0.445795751,0.791455536,0.382752897,0.717814589,0.092327318,0.903152995,0.778267124,0.503332203,0.709745159,0.82047146,0.031835491,0.033532022,0.103241541,0.364687854,0.220808765,-0.040778069,0.928286109,0.171488684,0.235566453,0.449292795,0.422483396,0.211638924,0.240826411,0.199625677,0.035859206,0.652771114,0.438747299,1.069042714,0.858061179,0.284008816,0.052621859,0.550147649,0.68021072,0.701886552,0.13938034,0.351148481,0.516640309,0.859353539,0.374331699,0.35534511,0.938391496,0.317161305,0.448380536,0.830146283,0.539892518,0.753883112,-0.095513984,-0.027707301,0.143374111,0.774070668,0.092243897,0.680558459,0.518761905,0.902646195,1.018475655,0.592594058,0.848900779,0.027540598,0.232049552,0.770639132,0.873643291,0.524390634,0.727231368,0.668288617,0.096045632,0.461498613,0.174267593,0.918013706,0.020356504,0.592575823,0.882357803,-0.035630552,0.215105038,0.270346014,0.5979874,-0.048979151,0.10700094,1.053362421,1.004462755,-0.186443792,0.185014818,-0.042337926,0.865755856,0.668744516,0.197099043,0.767224503,0.396979336,300
0.536767026,-0.034035049,0.804817511,0.498016143,0.054205666,0.188139307,0.291379382,0.153650948,0.388869193,0.793990641,0.47399188,0.622423055,0.243116286,0.311807296,0.260001854,0.296443526,0.020376333,0.196214043,0.655469262,0.225504318,0.840689676,0.773639723,0.15387389,0.272130282,0.322101488,0.498450161,0.246966538,0.833878945,0.223722425,0.63891161,0.164154879,0.379425217,0.204453695,0.221234936,0.060930003,-0.058892016,0.653767173,0.876619011,0.880979479,0.353670513,0.345235531,0.83113894,0.377781257,0.06715408,0.358532786,0.55902319,0.753964584,0.256647735,0.154636716,0.198736982,0.426276414,0.581623187,0.677121809,0.879440462,0.349411178,0.872034859,0.070352982,0.657757123,0.223776002,0.073081426,0.117258088,0.050039637,0.940679462,0.008423918,0.204598955,0.992282305,0.84860802,0.648892901,0.694920934,0.542198057,0.066979584,0.365931453,0.373472633,0.547931769,0.737115534,0.982101384,0.648640702,0.146240111,0.692173732,0.83058425,0.582840026,0.035753499,0.613267352,0.8737096,0.693789312,0.191160281,0.424937035,0.339391039,0.013720139,0.201705402,0.279277926,0.620969747,0.109638824,0.217339223,-0.08571611,0.26028914,0.649871878,0.165436827,0.745773025,0.204134636,300
0.816532319,0.025160759,0.837895708,0.26983481,0.741003668,0.275060565,0.099517846,0.047471061,0.60686341,0.782679586,0.741162903,0.615329418,0.089407402,0.509710665,0.260692472,0.178277168,0.649792317,0.224437746,0.911008534,0.55743554,0.765417491,0.252481042,0.313956721,0.147336666,0.132050229,0.037719404,0.52063322,-0.016822969,0.251453153,0.783564444,-0.007583666,0.093058318,0.342956483,0.357331886,-0.124961263,0.256761788,0.32369386,0.033156445,1.061955206,0.77390317,0.753095114,0.956120201,0.030531958,0.012800506,0.539554232,0.706140716,0.618463567,-0.189405286,0.108315719,0.541501858,0.83385922,0.913111767,1.011215783,1.009786451,0.309639518,0.233848701,0.810131776,0.708582891,0.617284029,0.018837316,0.084336562,0.129681984,0.7412954,0.152429486,0.731415636,0.852637648,0.74529346,0.758022314,0.856375584,0.572357475,0.024678654,0.152895898,1.049801729,1.007102733,0.618789728,0.608955307,0.750199417,-0.016206877,0.630142483,0.575223787,0.777120048,-0.059519901,0.676932783,0.642272038,-0.09350428,0.161329826,0.267992432,0.33375038,0.141135116,0.647776094,0.08889464,0.800300402,-0.11693538,-0.103112257,-0.128214262,0.28468184,0.74448459,0.258983242,0.786129297,0.208860775,300
0.60350141,-0.120529501,0.864682097,0.240720249,0.139199372,0.499684617,0.026428142,0.347588122,0.02338198,0.484394362,0.292033017,0.091219235,0.915175395,0.711317905,0.641308708,0.661937873,0.738055499,0.29933682,0.131069291,0.242180026,0.970454923,0.763632313,0.897867556,1.061763953,0.510833753,0.080687744,0.396556545,0.452036771,0.036093536,0.448755079,0.010776372,0.809081212,0.71504939,0.012050552,0.273071171,-0.214549641,0.53256617,0.375422515,1.058502157,0.692291,0.54229562,-0.06947894,0.292552442,-0.00281072,0.486417851,0.696071378,0.722551608,0.324978082,0.508412503,0.428251855,0.358161147,0.385894125,-0.048112173,0.072725667,0.322166887,0.824297881,1.053274494,0.683842185,0.407609649,0.267698104,0.044837629,-0.201361509,0.919359878,0.668098664,0.466752799,-0.146587153,0.251573384,0.459612412,0.787077346,1.081030542,0.108984317,0.220196183,0.8715504,0.935632331,0.314387806,0.861798281,0.838023628,0.320870643,1.060131751,-0.015239297,0.354567158,-0.067893146,0.055440983,0.80893794,0.479269788,0.60507645,0.761003347,0.841203165,0.501735354,0.112474325,0.802667421,0.015955764,-0.002015171,-0.110597224,-0.083897792,0.901046459,0.918470695,0.244758689,-0.027305344,0.50072556,300
0.395000565,-0.011269669,0.848019624,0.259928964,0.229211982,0.013520923,0.201815253,0.782342783,0.547165558,0.631896434,0.677129063,0.454603759,0.434149394,0.067856916,0.220120418,-0.033267353,0.696619023,0.335247391,0.756280928,0.261075806,0.813154234,0.525709923,0.680199334,0.158997417,0.213413228,0.65062402,0.153908357,0.713828596,0.452693156,0.557035032,-0.014011599,0.184907494,0.656372433,-0.102550378,-0.019071074,0.133081504,0.443537486,-0.046931475,0.596467045,0.402575408,0.851108558,0.652780294,0.286613213,-0.087581383,0.671136604,0.630494696,0.864335484,0.14606376,0.136658913,0.531272184,0.643391001,0.509509277,0.16917017,0.969141167,0.04524771,0.715108042,0.775316812,0.776721801,0.370745007,0.03900196,0.258273502,0.128031181,0.759421568,-0.048791122,0.747492923,0.647316923,0.727494089,0.081772044,0.200633892,0.805307081,0.135570033,0.235035631,0.578588549,0.819642584,0.87059387,0.703642253,0.745240859,0.040063073,0.739700772,0.047886549,0.840395702,0.210555962,0.235015116,0.869991357,-0.023561186,-0.010672136,0.148546218,0.560452783,-0.04564486,0.014685104,0.474182368,0.831512392,-0.016582424,0.099723264,-0.028466142,0.517669161,0.962432622,0.135337058,0.85211242,0.408950134,300
0.722489652,0.588718438,0.809400904,0.765296477,0.180141844,-0.017452605,0.200454767,0.32934736,0.372156195,0.815232193,0.548576432,0.758299178,0.618614177,0.183134991,0.381108096,0.226070137,0.870052122,0.240632761,0.394720376,0.235695025,0.867209677,1.037668803,0.629793713,0.271797423,0.338553925,0.693992763,0.130574886,0.992622069,0.043413787,0.831050776,0.319446441,0.629251363,0.723032681,0.101317464,0.189324582,0.149126484,0.453978465,-0.01915442,0.691029475,0.719110893,0.724214843,0.626437153,0.259950209,0.101570087,0.523722754,0.649302666,0.726066798,0.105248328,0.439666084,0.422136158,0.666617165,0.593236076,0.306214546,0.826607108,0.004143638,0.799754458,-0.01081372,0.581438702,0.402657866,0.149682733,-0.017524072,0.213865168,0.929163825,0.261682765,0.756473749,0.839459317,0.70814166,0.228982184,0.908376286,0.80378742,0.04679283,0.131709358,0.744293247,0.828757193,0.124280403,0.83788449,0.659405563,0.212511454,0.873454804,0.157601017,0.683910318,-0.025933776,0.760480957,0.831577449,0.709022832,-0.007624591,0.128960666,0.091807011,-0.075792558,0.546502027,0.467420753,0.8591424,0.292926479,0.158403647,0.14750177,0.762130304,0.767976612,0.689109516,0.719229284,0.315577013,350
0.576242428,0.602492376,0.926916316,0.605647346,0.070355288,0.316254259,0.148004697,0.749336874,0.114463013,0.209476294,0.196799941,0.134075323,0.816759359,0.624942319,0.189880698,0.317190518,0.874404742,0.183644135,0.067434449,0.656476543,0.813665706,0.775040062,0.862280643,0.705179137,0.553527475,0.166940444,0.350088926,0.479699379,0.006217571,0.499602229,0.268279607,0.797859815,0.792504818,0.584354466,0.059346282,0.299211909,0.68296266,0.466441399,0.676606967,0.765635349,0.763668577,0.826979131,-0.077542713,-0.049724564,0.170584612,0.823062297,0.851929523,0.496048808,0.134701667,0.383943077,0.404385387,0.982687375,0.165536059,0.156787021,0.996698497,0.309188536,0.978491511,0.47275749,0.284933275,0.289626066,0.071829188,-0.024376762,0.644670021,0.190475471,1.079231988,0.4378299,0.375680551,-0.004841586,0.54495077,0.89075238,-0.057877299,0.365588118,0.914621737,0.79695209,0.665876447,1.032648964,0.900349383,0.052107042,1.094771589,0.300078322,0.684992574,-0.020812002,0.574261252,0.811199287,0.027283858,1.07720307,1.066561775,0.893521367,0.752000059,0.494292825,0.249250288,0.844189028,0.092906347,-0.053804629,-0.18640081,1.007727473,0.786996203,0.101169395,0.306839229,0.710644085,350
0.921579016,-0.066678152,0.949868097,0.912127816,0.120688302,0.108138382,0.235897242,0.195211801,0.203197534,0.696606308,0.5329109,0.275869439,0.765485514,0.823462565,0.429119796,-0.0706447,0.960189094,0.008460273,0.215524183,0.200538084,1.044295528,0.830972968,0.797563832,0.127064633,0.070085473,0.009647641,0.159955853,0.892292164,0.023600462,0.69485425,0.236230042,0.827804548,0.523201008,0.147862918,0.293432463,0.14642345,0.259462053,0.723776487,0.388074212,0.873222947,-0.029034242,0.740337456,0.245206835,0.040777785,0.202874064,0.274528693,1.00267164,-0.029053884,0.20234854,0.588480512,0.618569101,0.399664792,-0.063800462,0.529095511,0.086194413,0.851012417,0.740667987,0.545085563,0.707603649,0.7207405,0.03434903,0.072975258,0.62225008,0.293584326,0.68089746,0.548616177,0.48577471,0.136363078,0.752934509,0.497203166,-0.023476703,0.192693748,0.928059341,0.383895121,-0.072946159,0.642632061,0.02719882,0.160326919,1.056584652,0.234748092,0.690335674,0.062505144,0.124581597,0.740056867,0.035512406,-0.035743764,0.393305053,0.543475888,0.080648943,0.295669891,-0.028146818,0.790343746,0.055853592,0.122994138,0.041574067,0.799146571,0.860889008,0.848976786,0.926766562,0.059571513,350
0.716640776,0.131715661,0.593993877,0.272877092,0.206811614,0.31611736,0.184197796,0.24956391,0.167196655,0.541731099,0.333449541,0.214196974,0.898835506,0.764682663,0.405303729,0.089177104,0.585677305,0.363440132,0.048414317,0.309690043,0.638366351,0.723202668,0.954784799,0.352531073,0.395222112,0.161992294,-0.034342718,0.871319517,0.03622763,0.610437652,0.41284985,0.819351316,0.925131522,0.154108617,0.069669025,-0.1468341,0.882593292,-0.139631123,0.773025415,0.527469391,0.681784718,0.859323594,0.160228282,0.191094168,0.437152501,0.615904904,0.693833479,0.072033262,0.322585267,0.481206087,0.640532919,0.540349638,-0.087561541,0.519565724,0.036498719,1.012438412,0.805976342,0.681832821,0.819522351,0.060838281,0.172238395,0.400482125,0.541018171,0.566900494,0.943918959,0.752869012,0.042308788,0.091843654,0.69743316,0.960744722,0.072186644,0.142120889,0.760988718,0.970906826,0.795163335,1.095902915,0.587430266,-0.056286505,0.621880112,-0.01423801,0.896701108,0.046994867,0.099598405,0.966747351,-0.052267433,0.310026163,0.644305518,0.253886341,0.828222187,-0.086823924,0.632063314,0.891358428,0.413716161,0.095090145,0.814968638,0.816027839,0.146451292,0.238448332,0.663777345,0.186373773,350
0.476037777,-0.076040771,0.572457085,0.170540738,0.056212906,0.364124765,0.354621018,0.419290925,0.770368427,0.772229034,0.570589886,0.464796939,0.087369469,0.372971084,0.011635132,-0.022037662,1.162987185,0.30345582,0.487787306,0.462433588,0.81936197,0.422363426,0.977510593,0.253212989,0.417915863,0.985129513,0.590990268,1.058951463,0.266478063,0.945920248,0.299701783,0.418875392,0.40641963,0.172871449,-0.078992761,0.033019774,0.494201563,0.164432655,0.446289862,0.589811474,0.887708331,0.755918383,-0.145427487,0.127096566,0.408946916,0.232394911,0.723470111,0.24709903,-0.124701434,0.728041516,0.174528344,0.333308773,0.154068148,0.754596437,-0.302330791,0.918136679,0.643382493,0.787888126,0.309201168,0.329080047,0.074786243,0.347841365,0.626726838,0.296170732,0.567526846,0.42253253,0.978356627,0.891823298,0.77811713,0.882497323,0.261406753,0.185898265,0.852923873,0.506962266,0.10831744,0.898155659,0.957842159,0.041986615,0.709454249,0.190699527,0.873233637,0.135242307,0.626015383,0.877791221,0.0859074,0.319472277,0.678994055,0.668826607,0.665751037,0.161974364,0.665382985,0.154215139,-0.013323213,0.247485936,0.597133052,-0.050642202,0.563435585,0.82694769,0.956613418,0.350492171,350
0.308091819,0.299980736,0.942134638,0.172896275,0.256388143,0.140241908,0.104775028,0.384567629,0.546844099,0.660052881,0.643695986,0.4781788,0.56463562,0.482727721,0.70591223,0.284937502,1.038603025,0.080206942,0.727854633,0.851197357,0.79577954,0.909800683,0.759259222,0.082034009,0.060610005,0.085674358,0.559434094,0.287082611,0.243130422,0.630283137,0.090894489,0.813239924,0.186452797,0.694974033,0.032041976,-0.028297247,0.278197172,0.119962809,0.854191151,0.584627359,0.992953621,0.864300317,0.050682913,0.050127958,0.439798423,0.604855696,0.792420195,0.065148905,0.404577193,0.469589794,0.918730659,0.64241194,0.030742928,0.748861439,0.522046492,0.521320952,0.766874471,0.705129012,0.801908282,-0.104775381,-0.038176586,0.462057739,0.895078341,0.136009646,0.9114236,0.715233889,1.057377436,0.799249153,0.66693064,0.828608512,0.276009693,0.247648944,0.983065824,0.903340625,0.438157183,0.757019537,0.790289204,0.024896486,0.850494545,0.189480618,0.857039481,-0.070837435,0.662312662,1.04462322,0.083401981,0.096749827,0.103331872,0.700534416,0.221412763,0.08900908,0.738245713,0.89881035,0.157597369,-0.052884969,-0.12931864,0.854765186,0.805082672,0.001145261,0.932455669,0.38408912,350
0.501942112,0.200431773,1.040711788,0.704426915,-0.08708321,0.104609432,0.153290106,0.034908997,0.458617685,0.614760718,0.688766203,0.70489159,0.473123948,0.54375385,0.394249161,0.103822994,0.088346686,0.293314135,0.607896832,0.656385405,0.742081374,0.714645804,0.175603595,0.556403026,0.39527725,0.412646172,0.327378769,0.980571703,0.274657976,1.03995441,0.041786975,0.4960087,0.323300025,0.304865814,0.19871809,0.067516145,1.058329818,0.806795996,0.82377553,0.835600589,0.471383965,0.912641413,0.395564519,-0.075859083,0.329592604,0.768800645,0.750255075,0.545494535,0.245375101,0.459719872,0.377668278,0.98430278,0.337470143,0.672437959,0.140997954,0.52236426,0.033834292,0.650713164,0.350542794,0.240500584,0.001771112,-0.042842818,0.782813841,0.08266359,0.210956442,0.935901185,0.801302922,0.676110003,0.598120606,0.607207733,-0.083624929,-0.085888085,0.430112781,0.888718106,0.612118148,0.784485163,0.845471485,0.095322344,0.712004283,0.689062829,0.640744505,0.073858402,0.628647008,0.870602521,0.726390256,0.250238675,0.236211952,0.388034387,-0.076489305,0.271020115,0.549615038,0.456132952,0.053505789,0.120352935,0.046844564,0.501867541,0.936970057,0.155720472,0.752253752,0.395638345,350
0.688637955,0.009203479,0.85655691,0.229628097,0.644243339,0.142600995,0.122633539,0.184909506,0.336076179,0.663832448,0.50815218,0.375250601,0.248023552,0.374521655,0.451203701,0.179271202,0.819713937,0.194263154,0.621815897,0.427067088,0.706557806,0.215311954,0.413948286,0.022416022,0.038031887,0.127252354,0.660041054,0.274252002,0.202657249,0.689282377,0.000344354,0.195567425,0.210571681,0.227097829,-0.041982568,0.199432755,0.190577507,-0.008140776,0.719578458,0.499760959,1.047989846,0.956202404,0.085259566,0.019496798,0.256664628,0.673365025,0.575013647,0.02061468,0.312763911,0.522150817,0.715854836,0.600380767,0.651532976,0.967970287,0.518217293,0.105753654,0.685154039,0.637510252,0.235595111,0.410003164,0.081974095,0.408434599,0.604922068,0.028300277,0.699783713,0.852630468,0.80344784,0.73418912,0.862927249,0.676345454,0.033113781,0.172708154,0.771758377,0.739507564,0.560165722,0.747839473,0.845929952,0.095040205,0.503186306,0.489265766,1.056736818,-0.140703862,0.66152717,0.917508186,0.093626657,0.180605269,0.531027383,0.149135319,-0.093221827,0.514960776,-0.024278212,0.75032833,-0.15670905,0.031729379,-0.029042581,0.266356592,1.100087939,0.143890283,0.823122523,0.12960986,350
0.313242209,-0.030286606,0.699365742,0.237043104,0.139634093,0.626751064,0.104083063,0.307740834,0.226735842,0.209215852,0.176121032,-0.008539418,0.830278099,0.458446707,0.781858034,0.493799406,0.851696443,0.189125847,0.207846754,0.322001803,1.087115131,0.774805372,0.576819778,1.137219459,0.465326572,0.058704011,0.322815593,0.27844839,0.170701021,0.551041336,0.260992766,0.647370152,0.660195098,0.141465425,-0.148294281,0.184573652,0.414951317,0.173456317,0.78698561,0.835975285,0.729210944,0.171312975,0.338911336,0.030844394,0.422863837,0.580827669,0.869444182,0.371356945,0.338338395,0.359150024,0.526997547,0.316704993,0.106754599,0.130575111,0.025316002,0.689063372,1.123560487,0.793256592,0.254916666,0.417130116,0.005871346,0.241202351,0.84062574,0.906938479,0.841758478,0.445154075,0.046327463,0.329316455,1.113853527,0.912875878,0.095350087,0.129634424,0.976881224,0.740210314,0.147160541,0.970178668,0.984232948,0.350699944,0.945799884,0.180982086,0.348637068,-0.011620627,-0.132578935,0.709147091,0.758435901,0.801419189,0.847609062,0.607177481,0.414188252,0.209088408,0.67408287,0.271116607,0.065867563,0.092291462,-0.029256586,1.060186547,0.990295611,0.176589393,0.203662195,0.654974771,350
