Gene,0,0,0,0,0,0,0,0,0,0,50,50,50,50,50,50,50,50,50,50,100,100,100,100,100,100,100,100,100,100,150,150,150,150,150,150,150,150,150,150,200,200,200,200,200,200,200,200,200,200,250,250,250,250,250,250,250,250,250,250,300,300,300,300,300,300,300,300,300,300,350,350,350,350,350,350,350,350,350,350,400,400,400,400,400,400,400,400,400,400,450,450,450,450,450,450,450,450,450,450,500,500,500,500,500,500,500,500,500,500,550,550,550,550,550,550,550,550,550,550,600,600,600,600,600,600,600,600,600,600,650,650,650,650,650,650,650,650,650,650,700,700,700,700,700,700,700,700,700,700,750,750,750,750,750,750,750,750,750,750,800,800,800,800,800,800,800,800,800,800,850,850,850,850,850,850,850,850,850,850,900,900,900,900,900,900,900,900,900,900,950,950,950,950,950,950,950,950,950,950,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
G1,1.26888131,0.96643913,0.809205947,0.810481043,0.390124593,0.713336439,0.704529592,0.98459721,1.157027199,0.914447502,0.601239778,0.969437601,0.699191227,1.177499323,1.07445786,0.733161249,0.658368871,0.941223144,0.573725025,0.616341178,0.554707333,0.487397519,0.218512919,0.680658126,0.582473013,0.314065855,0.728070626,0.599015655,0.813782187,1.099918554,0.276567545,0.832081794,0.472152769,0.067178173,0.396318827,0.312960167,0.632530551,0.328370933,0.52157731,1.154988674,0.183758772,0.560984708,0.050869677,-0.110495136,0.033957239,-0.227237407,0.602393166,0.752283057,0.703417739,0.430018197,-0.091501129,0.534751283,0.25457786,0.106464781,0.138210411,0.147750927,0.669774719,0.793412747,0.748876688,0.663862562,0.201034119,0.554966771,-0.048442541,-0.058084519,0.205148844,-0.183167338,0.570559463,0.415526243,0.934559032,0.848238608,-0.326350907,0.909415608,0.156199236,0.095825832,0.30821682,-0.1154957,0.806430673,1.0130954,0.740756166,0.993463612,0.218811963,0.541832035,0.054507143,-0.248558445,0.495504618,0.059296784,0.58818965,0.516703698,0.807442167,0.988834155,-0.296809807,0.428869464,0.082500294,-0.0668948,0.197695348,0.15193208,0.738451646,0.871387298,0.669291343,0.906484739,0.049357234,0.749549107,0.350263487,0.056267829,0.118642405,0.023128579,0.661745395,0.275700194,0.731502135,0.747277826,0.667726068,1.050846789,0.701141383,0.663242311,0.745338293,0.546505867,0.627375274,0.746933526,0.877572754,0.975544565,0.848808971,0.630989942,0.605313544,0.543741332,0.736388365,0.411530944,0.439727015,0.791705087,0.471793279,0.603561194,0.807810439,0.668794216,0.813683978,0.7846009,0.557578806,1.000607315,0.909576242,0.716204307,1.052376901,1.100304029,0.524060019,0.639995013,0.745647377,0.785883218,0.643814091,0.869846182,0.569312362,0.605886261,0.983184612,0.763085664,0.951041859,1.314582925,0.991423816,0.833697599,0.739725271,0.698269447,1.006445066,0.733976672,0.571890849,0.777423805,0.282492835,0.587157573,0.850918838,0.827259044,1.006209428,0.533944272,0.583677859,0.981560137,0.723346222,0.916652235,0.525579185,0.870683296,0.836985307,1.17404323,0.519872366,0.916582578,1.021815806,0.654848745,0.727652702,0.689520197,0.742068317,0.776298274,0.569170145,0.932868331,0.887579878,0.644618473,0.459800578,0.820325723,0.843723113,0.866071064,0.98126524,0.85321252,1.110816412,0.46560883,0.861048433,1.103901844,0.785246619,0.564643434,1.042740901,0.802368438,1.032705124,0.801303943,0.930323983,0.814681768,0.96993457,0.91796644,0.604583122,0.8023897,0.791836098,0.660797525
G2,-0.033542815,0.121911756,-0.066273633,-0.184659001,0.090533179,0.238667902,0.121246953,0.068491321,0.151033734,-0.150834665,-0.158841756,0.06039873,-0.399387892,-0.323798541,-0.152004013,-0.325997365,0.476161565,0.197381149,-0.09018009,-0.219151109,0.442550592,0.06946523,0.122493806,0.240036068,0.464575008,-0.180028989,-0.034436643,0.211647238,-0.002662544,0.476312809,-0.019138032,-0.332155573,0.221139652,-0.138124008,0.055519561,0.013988812,0.238393328,0.043362972,0.163421095,0.10701434,-0.117580875,0.040500694,0.568684902,-0.037794053,-0.132363561,0.3928521,0.099924226,0.030924395,0.166308156,0.210350028,-0.034588617,0.092431724,0.127355781,0.002465285,-0.09284316,0.42788061,0.173148956,0.223711495,0.420491558,0.083601727,0.604080533,0.076942161,0.183224042,0.163814847,0.057305854,0.439198213,0.223524739,0.177229057,0.170582273,-0.349364223,0.843440575,0.393463182,0.853109054,0.379731019,0.184878544,0.613109562,0.303460272,0.144962908,0.015893267,-0.131925185,0.822783428,0.270262054,0.55991723,0.375498021,0.108728323,0.582886397,0.363074272,0.029776666,-0.276014232,-0.133255879,0.899714847,-0.05511496,0.18843627,0.369233262,0.306855676,0.779646194,0.045902938,-0.173811393,0.225839306,0.134095673,1.056181748,0.116405138,0.506811631,0.534773161,0.227453568,0.619884046,0.068218385,0.189431041,0.201862361,0.308574067,0.830887049,-0.077833028,0.200581509,0.425101373,0.221952342,0.859770407,0.048203622,0.314299813,-0.04795984,0.339292281,0.276040224,0.233188043,-0.139595915,0.27072727,0.346444211,0.285034997,0.116416501,0.237286216,0.037960515,-0.127085131,0.205613079,-0.137327711,0.152495319,0.35983986,0.286539127,0.247801431,0.349490634,-0.110623401,-0.279578587,0.152466089,-0.007653934,0.165209483,-0.093329074,-0.166095522,0.074714089,0.076171938,0.061378383,-0.038814801,0.149541306,0.305054243,0.063747199,0.102299697,0.036408218,0.088912246,0.233800879,0.388436764,0.278217733,0.158455429,-0.026745447,-0.075162223,0.294166047,0.169980621,0.193076915,0.451326234,0.05746533,-0.320108122,0.105676355,0.307281376,0.060266181,-0.048980429,0.058628897,0.261768771,-0.124049991,-0.152832733,0.270970071,0.419096804,-0.066093289,0.13253659,-0.029229877,-0.037287213,-0.269053304,0.023472198,-0.03902466,0.076075269,0.232238565,-0.114703759,-0.222080631,0.24808926,0.506695699,0.158048078,0.10171068,0.030655189,0.193932811,0.482340532,0.28587089,0.081875681,0.242887063,0.341987253,0.031601757,-0.236405253,0.178219844,-0.131312541,0.067354267,0.004135368,-0.007118365,0.03013244,0.176394917,0.270124288,0.234939558,0.054070468
G3,0.732107121,0.408136871,0.571626119,0.45548183,0.33465535,0.423100032,0.122214643,0.817825275,0.506993123,0.846506942,-0.040527624,0.535440628,0.224718608,0.415279434,0.397411025,0.614543279,-0.146491947,0.711143233,-0.154225779,0.655133535,0.368919074,0.554792202,0.976109797,0.860361019,0.609621437,0.561827166,0.020629202,0.49378728,0.827280141,0.599249699,0.123452893,1.22881502,1.050366915,0.763557531,0.490115525,1.033150942,-0.094722497,0.339897086,0.759793611,0.50130155,-0.022155843,0.701099712,0.844098142,0.675823592,0.490471879,0.689293635,-0.100889335,0.939237423,0.528071171,0.39959153,0.280029445,1.149666228,0.832832706,0.882773958,0.85096313,0.570629304,-0.248715343,0.884525018,0.832859579,0.560070849,-0.042691985,1.044033714,1.214192983,0.751290433,1.46566339,0.448894106,0.074591214,0.471023259,0.848265937,0.625554549,-0.138593921,0.368992856,0.981129928,0.982453915,0.505804238,0.5083899,-0.025690149,0.556519307,1.007199537,0.319883516,0.112666048,0.610104671,0.681842498,0.565842937,0.976444002,0.335969681,-0.258167847,0.841813331,0.830885649,0.260084437,0.265710282,0.804620556,0.622818515,0.720994672,0.779827361,0.670538047,-0.153041133,0.700340551,0.795972908,0.611261368,0.469049508,0.65458482,0.96151245,0.843026043,1.019005659,0.31667296,0.144753124,0.804447463,0.843667702,0.74371633,0.66903325,0.585307428,0.631899785,0.244437208,0.784774607,0.516915205,0.582791147,0.517129796,0.57309728,0.516523226,0.799648551,0.426962766,0.824609069,0.771289481,0.722749437,0.389476568,1.096797437,0.645182766,0.591196222,0.534082515,0.450434026,0.652596864,0.6884167,0.403695598,0.80768973,0.510548099,0.319406328,0.61233221,0.667062011,0.836346329,0.65579033,0.664021413,0.520843154,0.710743711,0.464081275,0.357229661,0.362582318,0.592169387,0.691562979,0.685828732,0.537378001,0.349533792,0.48652801,0.122873566,0.775277156,0.642693231,0.585457873,0.727224841,0.626618919,1.004234217,0.606063662,0.467495756,0.676360223,0.470540587,0.449852893,0.502075222,0.814149912,0.556904477,0.637848075,0.241461046,0.326289549,0.667489169,0.875200562,0.687473707,0.56293837,0.427003295,1.117625541,0.57595674,0.577104228,0.555772611,1.034304291,0.485442808,0.241320552,0.497157789,0.456205678,0.19090652,0.532038539,0.693351813,0.821785579,0.592776266,0.647665733,0.484078333,0.563968587,0.651065555,0.436352991,0.411624291,0.608527018,0.722146151,0.194355304,0.792774222,0.764849349,0.803326465,0.697419352,0.71650578,0.074842376,0.368472573,0.859096059,0.130596154,0.306069889,0.54156066
G4,0.707176832,0.81964881,0.215011493,0.64726041,0.673341627,0.658168879,0.403390586,0.618811136,0.664630357,0.523233506,0.394007366,0.663772424,0.893427845,0.617219712,0.552398647,0.360583227,0.090741615,0.274932564,0.527771579,0.664182096,0.097980089,0.41721631,0.859272084,0.808970534,0.05083313,-0.113673133,0.094404397,0.06294978,0.178600316,0.733999701,0.181981183,0.724202681,0.984124536,0.558023288,-0.094829007,0.072237384,0.111318499,0.276408039,0.245665312,1.016686401,0.222632512,0.775542357,0.677748702,0.665144491,0.254969943,-0.098621727,-0.118202353,0.118569085,0.192906789,0.460534693,-0.025964114,0.395613183,0.96036228,0.795281352,-0.07038554,0.070852667,-0.005556206,0.117931797,0.194722396,0.565813958,-0.329683651,0.517251721,0.386806212,0.812275089,0.100406352,0.13275037,-0.120707519,0.123583514,0.23806412,0.781867153,0.462862398,0.868379367,0.946949074,0.480367631,0.121368811,0.21871309,0.52274291,-0.126640373,0.502624887,0.558620951,-0.105428584,0.689863566,0.700277285,0.67938982,-0.034328148,0.228906856,-0.060927469,0.130394267,0.057865631,0.38182722,0.542938391,0.292546468,0.711715836,0.660916747,-0.082820397,-0.089731337,0.009455007,0.227563883,0.244000925,0.464241052,-0.08687422,0.561719904,0.781066085,0.571281131,-0.049423015,0.093915155,0.035762892,0.105070337,0.082333696,0.717207997,0.192601926,0.313382768,0.550782941,0.051041281,-0.014034335,0.014324333,0.268291704,0.408215515,0.466078969,0.25945004,0.084411773,0.758970682,0.288560226,0.129328136,0.328088328,0.223505662,0.686728345,0.413729577,0.456767209,0.575738929,0.218716447,1.003248268,0.365602723,0.510858327,0.647995332,0.338802018,0.628224797,0.789179033,0.537397604,0.569810486,0.594134865,0.758111509,0.781224868,0.506414551,0.930115111,0.70060678,0.566221786,0.310899925,0.553009868,0.198881075,0.770124772,0.662359909,1.086035976,0.519219319,0.704873671,0.471887765,0.305052803,0.611993318,0.50235317,0.52712074,0.945427689,0.484539337,0.899089096,0.626890179,0.797013885,0.394765462,0.396270654,1.222078675,0.740711684,0.235798446,0.255561076,0.593576039,0.715785862,0.721668256,0.525378205,0.88567113,0.514298054,0.60526056,0.59216986,0.82393925,0.650609695,0.647961362,1.021811882,0.467488037,0.720872651,0.441839499,0.119428884,0.513959554,0.574659172,0.782353933,0.430467773,0.781682825,0.676559154,0.375634325,0.807647902,0.379187553,0.380576928,0.365921944,0.582988147,0.781575669,0.214241363,0.701880618,0.850966682,0.858162204,0.516702564,0.031541564,0.479037119,0.458635958,0.700385502,0.56169782
G5,0.642839585,0.351158501,0.322438935,0.445077467,0.292292919,0.518568586,0.222104482,0.2970892,0.480704909,0.391453606,-0.032854782,0.418305449,0.140155553,0.048492692,0.026816497,-0.183543614,0.259862085,0.075064868,0.162529759,0.28378176,-0.246856303,-0.185399102,0.229529538,-0.139736338,0.009771708,0.05666562,0.169013706,0.122814179,0.101063857,0.244711287,0.038956897,-0.030090662,0.146007821,-0.100287055,-0.032452572,-0.016236236,-0.053068629,0.21703194,-0.250088842,0.229836206,-0.051296507,0.237694723,-0.045848299,-0.151199257,0.017851961,0.295784399,0.075546153,0.293752931,0.34618095,0.493460162,-0.113604109,-0.118509704,-0.320915823,0.107366566,-0.083769794,0.218971633,0.236046727,0.117884855,0.080179912,0.366890292,0.214861357,0.234086197,0.12339445,-0.037337708,-0.003814791,0.021347388,0.304275717,0.09015115,0.032903431,0.064794285,0.01863968,0.499491231,-0.105354813,0.060328443,0.39972212,-0.190094345,0.098856884,0.077175738,0.26260197,0.093116291,-0.114172546,0.252509917,0.345679729,0.03410464,0.013093217,-0.117765637,0.052638757,-0.210581551,0.194151882,0.03577808,-0.120044012,0.262996056,0.205959024,0.132400099,-0.02577426,0.328096474,0.176164078,-0.02665577,0.380590002,0.247437944,0.084671968,0.057004882,0.171898571,0.275125947,0.052886266,0.151588206,-0.023266285,0.103659341,0.184933785,0.20608238,0.732225872,0.460806599,0.594439456,0.482359731,0.642162456,0.760494417,0.486485381,0.342023413,0.257544351,0.520093233,0.637888813,0.370389076,0.886561971,0.629232319,1.019316992,0.696757828,0.564790727,0.592826321,0.584862484,0.140996229,0.554079299,0.285217958,0.702628844,0.401911297,0.963379138,0.884393154,0.309301204,0.693937025,-0.016815424,0.567442781,1.093317901,0.062226359,0.73051528,0.386294138,0.642549432,0.537031011,0.303922828,0.073427009,0.388791717,0.041320174,0.335890884,0.680952744,0.579633735,0.545700924,0.38259005,0.125183694,0.413692715,0.373762069,0.421827292,0.280281752,0.391652927,0.11029216,0.540943765,0.376527426,0.405937182,0.275918744,0.239539526,0.642160009,0.472280033,0.658218337,0.331400738,0.085046355,0.290781266,0.313040592,0.085144194,0.366147181,0.026143699,0.265663527,0.389671174,0.503369638,0.156166166,0.367375085,0.433219736,0.448259359,0.485399762,0.133935368,0.399386171,0.587630017,0.406643937,0.240152511,0.024652361,0.432242097,0.285747008,0.178306257,0.854308787,0.385105881,0.55741562,0.361925875,0.292747212,0.054660038,0.572522054,0.283167914,0.411076514,0.330136032,0.464355099,0.634836736,0.386444953,0.177145757,0.289006663,0.30629401
G6,0.712316027,0.309270867,0.25027434,0.337260472,0.774115923,0.345678681,0.378939484,0.417134367,0.697861624,0.580483255,0.44093222,0.642390574,0.711010728,0.810563884,0.537264546,0.702135037,0.528303326,0.720203396,0.504948186,0.525668866,0.895523857,0.599113546,0.766823093,0.449903249,0.16829891,0.659574071,0.548727845,0.589003531,1.006206677,0.981270441,0.59741269,0.234091218,0.547136626,0.579910399,0.175032312,1.104413344,1.100073049,0.678755811,0.721683639,0.850504405,0.728975055,0.770155798,1.041544928,0.423465094,0.653192446,0.544411816,0.698436492,0.749781458,0.723103135,0.116017275,0.738648581,0.346711113,0.494288949,0.833893975,0.453303762,0.457193811,0.3335449,0.907250877,0.700123107,0.708914991,0.113768003,1.05975072,0.804975415,0.834243056,0.539269681,0.520212039,0.507365892,0.50113044,0.963982077,0.039016147,0.303313431,0.599588933,0.603889383,0.879654198,0.361372651,0.760594235,0.972953019,0.759404625,0.200525311,0.096442724,0.47318857,0.086499948,0.518658678,0.616739584,0.439916756,0.477661394,0.537038082,0.665669921,0.472839187,0.261651973,0.993072118,0.882288567,0.701899625,0.508775922,0.275054374,1.029071983,0.551700977,0.735519756,0.692177072,0.425666496,0.812168318,0.674086392,0.488471149,0.967270366,0.380113508,0.657027412,0.408400095,0.55160865,0.599777498,0.186122734,0.615191079,0.38784179,0.58160705,0.38609893,0.592830316,0.332542019,0.757079721,0.55512753,0.428828921,0.37602116,0.314181243,0.461029037,0.573945262,0.654692179,0.27792403,0.526544929,0.760031813,0.720871878,0.79692768,0.332049085,0.735646138,0.601959768,0.455721269,0.37944735,0.637253534,0.47156521,0.37610279,0.176010685,0.523857319,0.726918631,0.560817545,0.397460991,0.829133414,0.768072648,0.62601748,0.617677161,1.097486349,0.75972315,0.364667744,0.712066965,0.439509045,0.464949905,0.638718449,0.596310601,0.157711677,0.436099868,0.455688843,0.709646914,0.442313565,0.52451689,0.348801084,0.635919174,0.705956474,0.494050179,0.445515776,0.696117339,0.489578321,0.346463549,0.376312536,0.506843057,0.183908068,0.846201378,0.566210079,0.725070428,0.466789513,0.885859415,0.739891927,0.668552749,0.528601772,0.211351496,0.590304817,0.66739562,1.11307568,0.643060548,0.520172006,0.6857649,0.647188614,0.193067989,0.38058956,0.316291265,0.511008818,0.672517071,0.643510402,0.474250034,0.886291774,0.932012954,0.370848693,0.216009676,0.576306544,0.502895036,0.75504719,0.732797354,0.305375383,0.582113147,0.758878409,0.584483281,0.666867888,0.694491846,0.696527287,0.439817466
G7,0.17405891,0.420723863,0.65122342,0.692515465,0.751379753,0.464232333,0.611691338,0.192975479,0.54945754,0.563205359,0.223818546,0.797951528,0.673287543,0.334102757,0.869361996,0.669670878,0.182618019,0.739763396,0.539071896,0.502739403,0.563139009,0.510484548,0.771909177,0.325213277,0.28505322,0.816833761,0.643342918,0.367589324,0.680813355,0.368799636,0.1253602,0.739173391,0.490895067,0.177644083,0.194737318,0.565219625,0.495834233,0.346995571,0.445212572,0.560759871,0.222343781,0.308778857,0.619624275,0.161203358,0.490568642,0.654242347,0.619594033,0.707642892,0.623529872,0.45932654,0.05349295,0.341066964,0.446532211,0.327975155,0.332060979,0.28819984,0.620247256,0.595384974,0.30660557,0.84196269,0.054157238,0.539148574,0.485405704,0.112478669,0.288441236,-0.102879158,0.68099112,0.293373023,0.385070375,0.512784186,0.26708572,0.408054495,0.721569066,0.343615389,0.499235174,0.142082441,0.45445468,0.448892803,0.510716882,0.64114024,0.054701497,0.404828242,0.636677382,0.247701831,0.208746288,0.366693993,0.751420637,0.673898143,0.779399809,0.05968836,0.112454704,0.64600723,0.858231188,0.297265449,0.194298601,0.398891294,0.451473757,0.221687786,0.3257416,0.531840388,-0.038901692,0.675802797,0.520595197,0.262773731,0.239427669,0.442399617,0.595953904,0.570266456,0.346911393,0.710779244,0.4005632,0.43095872,0.55883551,0.525803223,0.475378125,-0.135820748,0.266481252,0.537161703,0.557789944,0.582044535,0.376251764,0.433459989,0.308391025,0.489876825,0.276187227,0.221038238,0.511897355,0.289728398,0.728586495,0.511007781,0.835912196,0.756409863,0.652784446,0.360607929,1.027174872,0.286427355,0.784678977,0.388307565,0.43337263,0.685549686,0.338005991,0.897677895,0.39565034,0.720247146,0.642382053,0.549353337,0.536450779,0.568903312,0.516293267,0.694684601,0.460320627,0.580221769,0.85509946,0.645039985,0.561545516,0.603025889,0.684078616,0.376473842,0.355926916,0.219089479,0.950302969,0.522194761,0.294568271,0.82168379,0.47986325,0.385518895,0.402048803,0.911721364,0.603348515,0.661372687,0.875926838,0.533063855,0.377541079,0.80352839,0.627625911,0.638981942,0.633890331,0.505146803,0.641763901,0.780385968,0.59639018,0.570598719,0.660136515,0.658683635,0.502145366,0.230592617,0.611018619,0.236488428,0.431557617,0.485461671,0.15895479,0.585810433,0.092857451,0.499546804,0.651672676,0.569518776,0.531002431,0.668845542,0.559906824,0.477697457,0.333524412,0.484896476,0.389771195,0.532448136,0.303506595,0.818617523,0.788402161,0.542194458,0.292155278,0.723199339
G8,0.244415327,-0.058276107,-0.179230079,-0.062415321,-0.384587765,-0.238814139,0.160797705,0.028107479,-0.109349626,0.115404525,0.118670682,0.048541175,0.301309997,0.803602928,0.013519794,0.002307978,0.374834364,0.17261306,0.304908647,0.008003653,0.32100244,0.21981364,0.137962061,0.379694401,0.231500969,-0.020051824,0.224612143,-0.121332266,0.900874031,0.094655601,0.166555614,0.129364063,0.088342524,0.964031979,-0.161780601,0.518528786,0.467503818,0.097490038,0.467677497,0.247851005,0.130548566,0.09216837,0.620243579,0.204824,0.207164269,0.419587968,0.274538975,0.518576107,0.886516222,0.001505739,-0.038348831,0.290623284,0.585469424,0.89645792,0.605555033,0.359498553,0.043470197,-0.149040445,0.5830688,0.131545139,0.197157991,0.434417428,0.400686393,0.921155456,0.70116886,0.435519407,0.092568319,-0.156954586,0.55669386,-0.001981169,0.020422187,0.436010084,0.386864787,0.629235734,0.541000761,0.596987523,0.147233266,0.196158276,0.812567814,0.094159882,0.252804643,0.22988164,0.257412847,0.792115511,0.541204542,0.90732891,0.116004519,0.304968238,0.61346662,0.049098504,0.080888889,-0.110204201,0.262360901,0.5571228,0.359307204,0.275580327,0.517261753,0.127043236,0.526509211,0.522187774,0.329209358,-0.008950451,0.791097,0.677696,0.368893277,0.5114665,0.539990086,0.027455194,0.736934069,0.102755579,-0.535690254,0.355512245,0.625199481,0.607899423,0.950726547,0.544400247,0.211493096,0.101969583,0.411497905,0.170205888,0.154057097,0.034563371,0.587060093,0.218457561,0.484444879,0.565205645,-0.092388436,-0.003238018,0.089019584,-0.23273106,0.146726327,-0.27581887,0.146919553,0.242060113,0.337731994,0.696307398,0.034092639,0.058320192,0.061234288,0.041859099,0.245139566,-0.177207243,0.353778128,0.124125559,0.136710945,0.553817134,0.190751889,0.261758022,-0.01952982,-0.093896884,0.35421215,0.239393,-0.255436907,-0.044165871,0.307427567,-0.030165777,0.327664328,0.083819443,0.180232563,0.06417324,0.006080962,0.42254307,-0.337116832,0.196275289,-0.144063025,0.039782546,-0.011123681,0.240660687,-0.091630935,-0.207438249,0.158714881,0.32067928,-0.008987431,0.498841319,0.280349636,-0.093866502,0.309073761,-0.185815975,0.176971986,0.299822071,-0.156876742,0.165468668,0.338150633,-0.025943451,0.329998873,0.13994003,-0.043224571,-0.043929221,-0.112624044,-0.035349026,-0.206140521,0.241219276,0.613787252,0.200351808,-0.129461084,0.346957349,0.023371047,0.586158027,0.101035755,0.118818385,0.225766633,-0.056438749,-0.08217333,0.041531965,0.124859676,0.047048346,-0.024597492,-0.039203637,0.078631085,-0.000257339
G9,0.59681471,1.078853757,0.59299486,0.545441306,0.653003629,0.8704007,0.303114594,0.744162194,0.644253995,0.809150055,1.020893254,0.559271113,0.704362356,0.912548106,0.691277821,0.729018191,0.552698088,0.828257744,0.934154132,1.023847651,0.800729343,0.543676696,0.595825159,0.728663841,0.77286607,0.663379119,1.051256594,0.715009083,0.549183221,0.737460184,0.620875134,0.928636073,0.957639583,0.432578315,0.627768722,0.888076736,1.023287458,0.555357459,0.54245881,0.745579407,0.601181478,0.455079279,0.58417347,0.463515346,1.116634812,0.722631719,0.720316802,1.159067581,0.705413927,0.548148921,0.200474344,0.721569671,0.917696106,0.268299525,0.945122289,0.442559657,0.538608317,1.035198382,0.411257657,0.967316141,0.443530492,0.770425238,0.590372153,1.166102922,0.849438575,0.920775645,0.753059583,0.714043978,0.349986199,0.714747065,0.541348891,0.692814677,0.723380387,1.009808228,0.733044445,1.051654378,0.933864896,1.113166837,0.159291951,0.674378142,0.608063348,0.396558177,0.887233242,0.690931358,1.134160518,0.807785888,0.69231476,0.718592145,0.495858456,0.92074671,0.45332935,0.822215893,0.598912945,0.401966148,0.552414282,0.781067346,1.078349072,0.775195856,0.232103136,0.810362624,0.396808978,0.626642571,0.395466847,0.745203526,0.781481568,1.042565074,0.37674312,1.087709125,0.24491344,0.985911514,0.361657155,1.051601472,0.71341326,0.830792133,0.815987762,0.909722302,0.773090857,0.855864813,0.137992979,0.529499584,0.825415904,0.770483635,0.702529555,0.721570818,0.715539845,0.575931378,0.860425195,0.810563435,0.513767468,1.053260891,0.41632177,0.777986994,0.568245354,0.640170252,0.908340429,0.830745138,1.121651943,0.61048247,0.798090205,0.693382283,0.884225479,0.827746972,0.941376808,0.448379276,0.634786884,0.78148493,0.921748344,0.780774539,0.503441163,0.733240018,0.962558556,0.774962308,0.674307941,0.957848313,0.85735677,0.625752624,0.750517729,0.637738778,0.910593364,0.670046673,0.444815849,0.766880842,0.73677086,0.683566398,0.917251624,0.972767614,0.78524227,0.787331626,0.815286173,0.711856811,0.94431296,0.778024988,1.058042765,0.83848713,0.319435407,0.608860373,0.848359792,1.205944182,0.988181948,0.699523231,0.755391074,0.714795107,0.792257314,0.635325725,0.54721143,1.049767915,0.465228271,0.732864997,0.623303408,0.803785747,0.409941528,0.656905891,0.747433843,0.475553935,0.842178094,1.062902121,0.941858185,0.430540222,0.629110408,0.842145283,0.693883691,1.002353152,1.011140479,0.787710077,0.902618312,0.890571518,0.651302654,0.718869315,0.746093606,0.557988
