BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR,h
9.5697027,9.0146777,8.9849495,8.981888,3.8754476,12.1456058,6.8136759,10.0931415,9.3153726,3.8754476,9.4230223,10.7796072,9.2781082,9.8476076,11.1163352,10.786591,15.8189323,12.7241489,8.2100379,9.3069217,3.8754476,11.0306063,8.9460611,14.1971329,14.0931697,10.9823639,11.4494477,10.3271321,16.7356926,15.5481112,10.120988,10.6294658,9.9400687,3.8754476,3.8754476,9.0983883,14.0289848,3.8754476,9.6274891,9.2184737,7.6318866,8.9026349,12.9174727,18.5560022,7.2908325,0
11.45592,12.0431761,9.8798992,11.2816176,3.8166645,11.6244392,9.3425865,12.5487609,12.0956196,3.8166645,11.4044446,3.8166645,12.7524927,3.8166645,18.2175973,12.9469302,17.8770948,3.8166645,12.5002959,14.4812717,3.8166645,14.3664756,11.0170767,16.855315,16.5005313,15.3922849,13.1238941,12.7905099,20.0855465,20.6886167,11.2254363,14.2477855,11.6771808,8.9068794,16.2229118,15.4223188,16.6438846,14.3160218,13.0045372,10.9890679,10.1910266,8.9105522,15.1472552,14.31722,9.4232051,0
3.9097937,9.0806544,9.060894,11.5113576,3.9097937,10.5787277,3.9097937,12.9099135,8.9626641,3.9097937,9.0260468,10.8820174,14.9299151,9.9930485,10.2238372,11.207492,18.412318,3.9097937,10.9663271,10.9035527,3.9097937,12.5011255,12.079295,19.4485853,13.6084146,11.2545885,3.9097937,9.0387818,18.8386496,15.4662136,10.6725107,10.8198976,11.5638766,3.9097937,14.5911807,10.7568777,13.8799306,9.546117,10.6608242,12.0040702,9.1734699,3.9097937,13.1463858,14.7526701,9.0939691,0
3.8229742,9.0796709,3.8229742,8.9914115,3.8229742,3.8229742,6.902445,9.653919,10.2336675,3.8229742,10.8703006,13.0284741,12.3297541,8.7702728,10.7041264,11.0847479,17.4387854,3.8229742,11.457442,11.1104078,3.8229742,9.8085645,12.6683385,18.7029147,19.219978,9.9789956,9.989729,10.5922198,17.6626677,17.6593746,10.579125,8.6639992,8.6638201,3.8229742,3.8229742,13.7113789,13.5869336,10.8088512,11.7894441,12.9515113,10.118415,9.8634041,13.7467309,15.7245003,7.265639,0
10.2834408,11.1801456,11.0201839,13.528414,3.5561449,9.6771252,3.5561449,12.9060745,12.1917686,3.5561449,10.8012188,9.6045505,13.0662936,11.6368523,15.0244993,12.6644351,19.6428846,3.5561449,13.4671051,10.878676,3.5561449,8.9959501,11.7374066,16.257439,15.2654614,15.9259492,10.1604074,8.6076964,20.0654488,18.3936124,10.6407899,10.5338319,11.2468376,9.0350435,12.1594189,13.6573961,18.387524,8.9053475,12.4185514,13.0830102,10.4418032,7.8998693,13.9815775,12.4221335,9.6523052,0
3.9924118,8.1031554,10.8971768,11.2754766,3.9924118,3.9924118,3.9924118,14.0597113,9.8198806,3.9924118,11.3257874,13.8265369,12.7466117,9.9114655,10.9498948,11.2837846,18.6086461,8.6251499,11.6225154,12.0020336,3.9924118,9.280127,11.4748921,16.9078337,17.0327477,13.0209577,3.9924118,11.5949592,21.9957214,17.3934719,3.9924118,10.0510691,10.0458269,3.9924118,13.6902629,11.4059121,16.3692853,3.9924118,14.3791741,8.9706958,3.9924118,3.9924118,14.7887249,18.6358314,3.9924118,0
8.6752379,8.8930748,12.2168278,11.0359546,9.2339445,3.8685066,3.8685066,13.5551088,9.3443463,3.8685066,11.0087768,15.8406711,12.7337229,10.3035095,7.5439296,13.0530545,19.3836788,3.8685066,11.5236999,10.5716899,3.8685066,9.5849676,11.3849187,17.7874232,14.4255546,11.7937483,12.9645838,10.9907105,16.503229,15.7818528,10.940987,12.113465,10.4134428,3.8685066,11.0095597,10.1195498,17.9577015,3.8685066,12.0903525,12.0461471,7.536336,3.8685066,12.8761002,16.4364082,8.0691361,0
3.6846757,10.2139699,8.9239065,11.36658,3.6846757,8.3339018,7.2758305,11.9826228,8.0843334,3.6846757,10.1043138,13.6352016,12.906662,3.6846757,10.9719769,14.5693165,14.964991,3.6846757,13.3425535,16.0467417,6.7190599,12.2684625,10.0675033,21.1075304,14.1647362,15.7325025,7.3120456,7.3337469,19.2780393,16.7593067,11.8913341,12.1798571,11.8117826,8.6549266,10.6523427,12.7896347,13.10113,6.8757847,11.80852,14.0364079,9.3847453,8.077154,14.7313344,14.5232156,8.4585606,0
3.9077055,9.1321562,6.2034577,9.0645798,3.9077055,8.5122186,3.9077055,10.5736007,11.5471278,3.9077055,11.0920703,10.0808082,15.1976972,3.9077055,14.3212853,11.6485457,15.4416873,3.9077055,9.6597296,11.2142826,3.9077055,10.9025773,11.2123409,21.356211,17.0778034,10.3660082,8.9930555,3.9077055,13.7503142,16.253605,12.2152503,3.9077055,10.5033967,3.9077055,3.9077055,12.1521162,12.4673122,3.9077055,10.9118696,12.8043674,8.4755529,3.9077055,12.1429404,13.885915,3.9077055,0
9.8986558,10.6959775,10.8703801,11.4133052,3.739881,9.2085358,3.739881,11.4960104,12.5884566,3.739881,12.0092011,3.739881,16.4695925,8.6189232,15.1863602,12.4878247,15.1089251,3.739881,15.2011847,9.9945809,3.739881,11.5720467,12.5795751,19.510833,13.8237954,9.7534431,17.0730661,3.739881,19.0553313,15.3305229,10.7709378,11.8827454,10.5828553,8.5510831,10.5062094,13.4774857,17.6522206,3.739881,11.4075697,14.6086221,10.6245937,7.1165722,13.5555511,12.5270804,10.4355157,0
3.9232914,9.9730258,8.5213882,7.9007683,3.9232914,3.9232914,6.3540273,10.631469,11.1110644,3.9232914,11.1895767,10.3015955,12.2868968,3.9232914,10.5928805,12.6785391,13.2295771,3.9232914,9.5038544,11.016619,3.9232914,10.7665259,3.9232914,11.4771045,13.7037222,11.1211203,10.846471,10.6502058,15.062313,16.9713646,10.5993101,3.9232914,10.1929014,9.4832956,3.9232914,13.0866031,14.0221328,11.9100967,11.2915391,11.940649,9.2208149,8.9807305,14.2466286,16.325974,7.9987889,0
10.5120321,9.5334096,9.6320954,11.4529199,3.6229971,9.2231584,7.022525,10.9466445,11.0000201,7.8135074,10.2860056,11.0223348,12.5101322,3.6229971,12.0243122,12.9753024,16.6460092,3.6229971,11.7548667,12.1894684,3.6229971,10.7555243,11.330799,17.9427008,16.7242627,10.5483099,10.0182213,8.2860214,15.2659263,16.2343631,12.1573272,8.9767866,9.9840225,9.4836048,7.8843326,13.232971,15.7950275,12.4041117,12.0125983,11.8356118,8.9582518,9.5099392,13.3849128,13.3324095,7.5245491,0
11.3404271,6.7651822,4.0611112,11.2015749,4.0611112,10.9289512,7.0659616,13.0482404,9.5686599,4.0611112,10.1223749,13.666599,10.5521326,4.0611112,10.6770333,9.9249238,18.2469263,4.0611112,9.0112317,4.0611112,4.0611112,13.6563448,4.0611112,14.9566867,12.1810593,11.8077909,4.0611112,4.0611112,13.1208932,15.1097986,10.6880213,12.0214878,10.486423,4.0611112,4.0611112,10.4084433,16.3261845,12.3029713,11.6797173,9.6196261,9.328992,8.5005788,11.5219373,11.5123565,9.1160553,0
8.5860743,8.4489956,9.7994061,12.0143081,8.5411864,10.7030959,6.4103132,11.8681786,8.9511263,3.6902689,9.857004,10.2572167,11.4786474,8.6567655,13.7713688,11.7807043,16.276311,7.5195886,11.3783689,3.6902689,3.6902689,12.9148964,12.6916067,16.120614,13.9311394,11.225,14.0443424,9.4515,15.4094709,16.9259101,10.2195489,11.0280911,10.7225185,8.7184545,9.6546625,12.7966411,15.2185205,10.034224,12.6610707,12.3371101,8.4382286,10.414653,13.0647423,13.1725657,7.6615525,0
3.9573112,9.1463036,8.7583685,8.0358419,3.9573112,10.4529028,8.463372,12.1412238,10.2489035,3.9573112,8.7730593,12.361738,14.3139388,3.9573112,3.9573112,11.7414487,20.6228237,3.9573112,10.0715915,12.3597499,3.9573112,12.5766098,10.9553793,19.5018307,14.4426656,11.9758715,3.9573112,9.1114885,13.9375285,21.8758578,12.9983699,9.9241931,9.5272611,3.9573112,16.5873855,13.2799591,15.9633861,13.3866649,11.9479853,3.9573112,7.8941983,8.083056,13.0952097,12.96754,7.8642969,0
11.8308691,9.1432278,10.1705548,12.4938132,3.8562671,3.8562671,3.8562671,12.0481583,15.3169956,3.8562671,12.1082531,9.1003366,15.1237647,13.3327529,13.9333011,14.5440263,18.0991988,3.8562671,11.2787399,12.0988351,3.8562671,12.0603518,12.2331491,15.6556321,17.6511869,9.2062235,13.4366185,10.4477507,21.2726456,16.6915373,11.2950494,13.4255152,10.2130687,3.8562671,3.8562671,13.3360964,15.3795797,13.5223668,12.1911297,14.5357337,9.4222924,8.9663627,13.0967608,11.3041265,8.8621671,0
10.5794867,10.7683471,10.0144535,12.9864072,3.6421121,3.6421121,3.6421121,12.2026637,12.0828541,3.6421121,9.9553534,3.6421121,15.80396,9.2488511,12.2766231,12.4447917,17.7624447,3.6421121,13.6766499,13.0513557,6.8587504,12.5353717,10.5442948,18.8559016,16.7351787,11.1623829,14.2302452,8.7766866,18.4699157,17.6397711,11.6492874,9.6144075,11.1181597,3.6421121,16.1748433,13.0259323,17.0598086,9.9552542,12.3499287,11.8579748,10.5091138,9.4824615,14.4892792,13.0678395,10.4305584,0
3.9965571,9.9004156,9.860058,9.8744789,3.9965571,3.9965571,5.5836513,11.3326517,13.7453354,3.9965571,12.6012011,12.5671663,14.8045972,3.9965571,13.066124,14.6112753,17.0283248,3.9965571,10.6730912,10.2897203,3.9965571,9.6617014,3.9965571,20.246253,16.244996,8.9092984,11.0617718,9.3255321,13.2348966,14.2820305,13.4341133,8.7615177,10.6026375,9.324224,3.9965571,14.8089971,15.7292623,3.9965571,12.0476692,11.2169525,8.6149108,3.9965571,15.2402592,20.2196712,8.2125605,0
3.8682133,9.3760887,10.5541322,9.6755301,3.8682133,3.8682133,3.8682133,10.9712729,10.4466489,3.8682133,11.2765664,11.3804136,13.9599899,3.8682133,10.8436336,12.9553614,18.8314188,3.8682133,12.1416722,10.1895618,3.8682133,3.8682133,3.8682133,22.4868705,17.3577875,9.1415387,10.0388651,10.9468824,16.2804532,16.47396,10.4622752,8.2142214,8.4695387,9.8177005,13.0664867,14.4847967,13.1121751,3.8682133,14.4773379,12.8441854,9.778171,3.8682133,13.0242164,15.308577,3.8682133,0
3.7280782,10.2066572,10.3055816,10.7962342,3.7280782,3.7280782,3.7280782,10.4123506,9.7054501,3.7280782,9.2735948,11.5717018,11.3423221,3.7280782,3.7280782,11.3599715,15.5089419,3.7280782,12.0929756,3.7280782,3.7280782,10.9091761,13.4729162,15.7379183,19.0035858,10.1451295,10.2989218,3.7280782,16.9521278,15.3808012,11.7970597,9.5423632,10.1585903,3.7280782,3.7280782,13.5207061,14.4960598,10.9229079,11.0016755,10.636339,10.0515535,9.8745002,13.2118531,13.3895509,3.7280782,0
3.7199656,10.2958477,10.0563738,12.7149218,3.7199656,3.7199656,3.7199656,11.8765599,9.0402748,3.7199656,9.3357609,9.5181101,11.8124006,3.7199656,11.9661354,14.8990416,14.6835202,3.7199656,14.7051431,9.6677606,7.8880632,10.0363065,13.3662015,19.3940304,14.590915,13.0188743,11.0079171,8.935208,16.494212,16.9013375,11.7778068,11.0165027,11.2729653,3.7199656,10.3725079,13.6338115,13.2732449,12.2733143,11.9707024,12.2488598,10.1647134,8.4607763,14.1546715,14.9850281,3.7199656,0
4.0673445,9.2550786,9.9420921,9.774506,4.0673445,9.637902,4.0673445,12.0515676,10.4835063,4.0673445,11.2159307,12.4486147,17.1002946,4.0673445,4.0673445,13.1277242,16.9708119,4.0673445,9.7825156,4.0673445,4.0673445,9.8898156,4.0673445,14.8304533,15.9020942,11.3701543,4.0673445,4.0673445,12.8958056,13.4639511,4.0673445,4.0673445,10.8200528,4.0673445,14.1402137,11.1525175,16.4078542,4.0673445,10.6054401,10.5522669,8.2063546,4.0673445,13.8596768,19.0867424,4.0673445,0
4.1136063,8.5851587,11.048301,10.212819,4.1136063,4.1136063,4.1136063,13.9118266,10.5854044,4.1136063,11.7626972,4.1136063,14.3838692,11.9418522,15.6738621,14.4503047,21.9763758,4.1136063,9.4008617,4.1136063,4.1136063,10.5224498,10.9333692,16.4287343,14.3345883,13.1486832,8.8843467,4.1136063,17.5414728,18.9832602,15.6445414,12.8773023,10.1532532,11.2192362,13.7140353,11.3935256,13.1541277,4.1136063,14.0791338,4.1136063,4.1136063,9.0365705,12.9284027,16.4530083,4.1136063,0
9.8037188,8.6651782,8.2890048,10.377843,3.7842923,3.7842923,6.5678383,10.9141765,10.6610366,7.4964042,9.9640143,3.7842923,13.0218726,3.7842923,11.0565461,13.745383,19.2268898,3.7842923,10.6051886,12.019849,3.7842923,11.4278594,9.4127547,18.5538311,16.5408269,8.721499,12.4411633,7.002314,16.6080498,16.7206409,10.3798911,9.0701319,11.0382942,8.9264769,10.5398746,13.4553422,15.0471162,3.7842923,11.1743177,12.1832486,8.7698478,8.0441889,13.1361589,13.0254427,3.7842923,0
10.8805951,10.4009543,7.9284405,12.4560648,3.5848956,3.5848956,8.9512597,12.0031553,9.8608764,6.3592188,10.9653246,9.3110827,10.7229227,8.6690088,17.5557245,17.3268727,20.2743931,13.9723136,10.7183759,13.951974,8.2963576,13.7347178,10.9685173,17.6147038,15.0067642,13.3415532,12.1277041,8.9492003,16.679133,17.2971824,12.4357954,14.3901591,11.5493947,9.8167918,11.8858943,15.6698945,16.7502922,11.3868955,14.6223162,11.8360837,9.3547763,8.9857746,14.0711606,12.7249267,9.4511318,0
4.1089365,7.7252787,10.2700846,9.7844179,4.1089365,4.1089365,7.0446113,11.4838989,4.1089365,4.1089365,4.1089365,8.4850707,13.3112622,4.1089365,4.1089365,12.5936027,14.2649167,4.1089365,9.0552958,4.1089365,4.1089365,4.1089365,11.2053018,16.1208605,11.8215829,12.4371536,4.1089365,11.7475186,17.8992465,13.3336779,14.0888181,4.1089365,7.2660942,4.1089365,4.1089365,10.6362408,14.9597708,4.1089365,8.8093904,8.0324065,8.6011444,8.0665647,12.174721,4.1089365,4.1089365,0
9.3954337,9.7748949,6.6164221,11.7313035,3.8411113,3.8411113,6.8104839,10.4397688,11.4289785,7.546375,12.2248614,13.1777648,14.0572697,3.8411113,13.2563628,12.4428347,17.6757115,3.8411113,9.868946,12.1777369,3.8411113,10.6389535,10.9196081,18.1835122,14.4560328,9.0414532,10.7500479,3.8411113,14.9562593,17.4750539,11.2199839,9.4649875,9.9152812,3.8411113,9.3554079,13.4833869,16.3348144,10.8712578,12.2593991,11.8470633,9.3155762,8.7331078,11.932817,13.6348977,5.8755972,0
4.0477981,9.1803738,10.3145013,10.7085182,4.0477981,4.0477981,5.7010105,10.321604,13.0190125,11.1689451,11.6000701,12.3431924,10.3034638,4.0477981,15.4745098,13.7633581,21.1331456,4.0477981,8.995702,4.0477981,4.0477981,13.0772494,4.0477981,21.31467,21.7938678,9.3946072,4.0477981,9.7522529,12.6836988,16.5755087,14.0302802,11.3067103,9.9812786,12.3060827,21.2037962,15.2491406,19.9317656,4.0477981,11.7722699,13.8164383,9.9060103,10.4965504,13.1776087,4.0477981,9.5752033,0
8.2822966,10.1797073,9.9586586,11.125402,3.7557126,3.7557126,8.1998706,11.7312372,9.834228,3.7557126,10.9701726,11.448104,14.4459735,6.453802,8.2896435,12.9990369,14.9053594,3.7557126,10.2276537,13.7272295,7.3746192,11.9549938,11.8269093,18.6717203,12.9516249,11.6547131,11.8419297,6.5158163,14.7992745,14.7591892,10.8066835,11.4892297,9.974494,3.7557126,9.8944773,11.8986563,14.037823,11.670342,11.6260762,14.0857639,9.1962563,7.3278544,10.9622896,12.9652415,8.1119661,0
