BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR,h
17.6888478,4.2675045,14.450863,13.1018136,4.2675045,11.9316397,4.2675045,16.2066897,11.475938,4.2675045,12.8830305,16.1270926,14.3031648,4.2675045,10.2232485,14.0308003,18.1772489,11.6374365,9.4417364,15.3261776,4.2675045,4.2675045,4.2675045,13.5746949,21.182171,15.1327121,4.2675045,13.6765379,21.8560541,24.3760377,13.2067035,13.5493489,11.9061462,4.2675045,4.2675045,12.6511148,23.4216641,13.5007132,13.1059884,4.2675045,11.0848331,10.3020329,14.5188769,14.1783677,10.5547735,0
3.6560784,10.5064188,10.654837,12.2735656,3.6560784,9.6556802,6.1216503,11.9248153,9.3161015,3.6560784,11.3312098,12.7616635,13.6908804,6.653768,14.6096067,13.8644903,17.9949987,8.1573519,12.5034434,10.6715085,8.1273469,12.7514826,11.0678451,19.6585772,14.5771477,11.3484417,11.5155715,3.6560784,16.7368929,18.2901286,10.4445106,8.1947086,10.273189,9.6822491,11.5379191,13.4998022,18.8359843,6.4240774,11.4736368,15.6052861,9.9999323,9.256484,13.7371488,14.489834,10.0600628,0
11.9989927,11.1835218,10.2030534,12.6506572,3.7369561,9.5766048,8.0613197,11.9080392,9.5909263,3.7369561,10.1421651,11.710613,13.7933022,3.7369561,12.2677847,12.4847717,16.2290311,3.7369561,11.5748935,14.8583324,8.5857259,11.2065504,10.1463971,21.3055831,18.409775,12.847933,11.1914513,8.3798052,19.6964322,17.6431344,10.8930547,3.7369561,11.4558948,7.6478536,12.0110231,14.1501185,13.6922434,9.752219,12.767378,12.7834834,8.7945928,9.046071,12.5890201,12.3722411,7.9565493,0
10.1428804,8.9806186,9.5843412,11.2233555,3.8307814,9.5306712,7.5471724,11.241456,11.0559527,3.8307814,10.9289408,13.4281879,13.7584644,6.7099511,14.6171869,12.9269946,16.8497224,3.8307814,9.3238834,12.5725319,3.8307814,11.9539641,9.9247175,22.1630634,12.3400614,10.8948177,9.2417298,3.8307814,11.6053348,15.1664871,11.6079224,8.1228783,9.8491115,9.488363,3.8307814,13.112095,13.8595383,10.0658555,9.846729,3.8307814,8.7579652,9.0395154,13.1490332,13.4921348,3.8307814,0
3.9332608,7.0915951,9.2801618,9.752852,3.9332608,3.9332608,3.9332608,11.9412678,12.0407693,3.9332608,11.8284097,15.8084564,9.6224796,3.9332608,13.1931245,9.2960637,14.8592924,3.9332608,8.2913783,9.5237968,3.9332608,10.03791,11.7350533,13.8291674,13.9683446,12.7723734,11.4897162,3.9332608,15.51474,14.9766875,9.7006347,9.2336028,10.4251836,3.9332608,13.7464637,11.6177453,11.4750541,3.9332608,13.1984534,10.1823416,6.4389477,8.4365611,13.41999,15.2171356,3.9332608,0
8.94653,12.2759223,11.070085,10.9244804,12.9668657,10.032628,8.8038702,12.9320068,3.7219955,3.7219955,9.4338646,11.48707,14.4937066,3.7219955,15.215192,15.5660237,23.0737722,3.7219955,14.8876287,15.3569836,7.3553962,10.222648,11.1947039,23.993198,18.0593004,13.2401076,12.2335177,3.7219955,21.8069447,18.0164776,9.4624032,11.8027565,12.214993,3.7219955,13.0306844,15.0783516,15.5045244,3.7219955,12.4988012,13.1830153,10.2491886,8.477389,14.6470088,14.2312112,7.9602387,0
3.7417872,11.1901053,10.5441631,10.8697769,3.7417872,3.7417872,6.5434199,11.428005,10.4170009,3.7417872,9.8762565,12.2158975,13.7276297,3.7417872,11.3960986,12.8254056,18.4346323,8.3510467,11.8014422,11.6132085,3.7417872,10.626251,11.3381292,19.6635953,17.7252,11.1350097,11.1327552,9.1350244,17.91435,14.9972385,11.5404069,10.3744594,10.9770717,7.8939154,11.0454001,12.2645181,13.9250654,12.9604277,11.7238049,13.851604,9.3100545,7.5069378,12.3385016,13.389726,8.269515,0
3.8587127,10.690145,11.8159645,11.5675318,3.8587127,11.3106892,3.8587127,12.6211086,3.8587127,3.8587127,12.1528711,13.861497,14.5756874,8.1762399,10.7303934,13.0416953,12.8394379,3.8587127,10.5265856,3.8587127,3.8587127,14.3457769,11.7235727,15.4980695,10.3798287,12.7060814,10.3645797,3.8587127,14.2658872,15.7107252,12.1852507,3.8587127,9.5045637,3.8587127,3.8587127,11.4537902,15.7585824,3.8587127,12.3099186,9.8146942,7.0636085,3.8587127,13.6597405,24.4561136,8.9049816,0
3.8539948,9.456234,8.9001715,7.796066,3.8539948,8.8113897,3.8539948,9.0195583,10.7725111,3.8539948,13.4917697,11.7316148,13.029122,3.8539948,10.5653779,10.5353636,16.7769108,3.8539948,9.2739763,11.8254559,3.8539948,11.5236249,3.8539948,14.5519219,17.6397697,9.1473302,3.8539948,8.7080994,16.0133569,15.9616486,11.1405238,9.1244111,10.1162509,3.8539948,9.1378287,14.1582552,11.1882404,12.526958,11.8285105,12.0295147,9.3687731,8.1319669,13.8437179,13.6018107,3.8539948,0
13.1555513,8.3318356,4.005011,11.7274134,4.005011,4.005011,8.3679689,10.6283083,9.6425144,4.005011,11.4274612,4.005011,11.9800533,4.005011,4.005011,13.2693676,19.161005,4.005011,9.6107331,10.3794961,4.005011,13.9878835,11.5686945,18.0133579,4.005011,14.4108234,4.005011,9.850832,20.1594094,15.3250763,12.3554776,13.048386,11.4159134,4.005011,4.005011,11.0180101,16.1528125,4.005011,11.3657116,9.8693858,8.3605904,9.9773849,13.0974625,4.005011,8.8039702,0
10.136611,10.2019005,8.07867,11.4509394,3.7989156,3.7989156,7.0311106,10.6143816,10.400256,3.7989156,3.7989156,12.5691852,14.5137937,3.7989156,12.9341882,13.6194632,18.5162542,3.7989156,10.2965548,16.4979005,3.7989156,9.9303434,9.5901763,23.9379585,18.4294727,10.7789492,12.8636566,9.118334,17.8495729,14.7817332,10.6808118,8.9932364,9.8367357,10.6323333,8.8783327,13.5459563,14.9009328,10.3589981,13.1411945,11.0141006,8.1382138,8.7371375,13.01128,14.3085437,7.6211996,0
3.8604347,9.0305189,3.8604347,10.3741205,3.8604347,3.8604347,8.0202972,10.9227738,10.5813015,9.4456392,8.5044818,9.5647364,11.5457748,3.8604347,9.3354066,10.1375344,15.462414,3.8604347,10.133485,11.0437072,3.8604347,3.8604347,11.2425349,19.3390508,17.2579924,10.7123824,3.8604347,10.1431204,14.9546361,16.1650665,9.9223918,3.8604347,9.3007002,9.6168957,3.8604347,11.8718775,14.4582872,3.8604347,11.2928879,9.2805634,8.4392636,10.2457029,12.8091756,15.8527738,7.7296218,0
11.5477133,9.3871801,10.5644594,14.3884313,3.8708351,3.8708351,7.280751,14.7754388,3.8708351,3.8708351,14.0787134,14.7698497,3.8708351,10.0807265,8.3013028,15.189715,23.9350048,9.6952637,11.7800976,3.8708351,3.8708351,11.9022377,3.8708351,15.232642,12.1243758,12.6354792,14.4505943,12.9690361,15.6003095,14.7431591,11.2659415,8.8865687,10.0714964,11.6471154,3.8708351,12.9759125,19.1330858,10.5112492,13.0389187,10.0599779,7.3415027,9.8137648,14.6443157,3.8708351,10.0663386,0
3.8275232,9.0474781,8.5123524,9.7917087,3.8275232,3.8275232,3.8275232,10.8028514,9.3990684,3.8275232,9.198707,10.7383797,12.1896641,3.8275232,11.6337652,9.4302949,19.3259094,3.8275232,11.1836719,10.2152718,3.8275232,10.1959888,3.8275232,20.2783328,11.7237354,5.7880072,3.8275232,9.3627105,12.1611637,16.6585318,10.3074725,3.8275232,9.9245964,8.8344936,9.5379131,12.4659106,15.2466378,3.8275232,11.9625596,11.2700885,7.799611,3.8275232,12.8071837,15.7046603,3.8275232,0
10.457901,9.0906098,8.4633917,11.3153641,9.7824608,10.1998837,7.6966209,12.1228157,11.9574797,3.8217655,10.6083833,11.7869455,12.3785476,3.8217655,13.3358817,12.3783132,19.7122948,8.7843576,11.509624,10.0004769,3.8217655,13.957079,10.9618307,18.7555692,13.1876167,10.8314792,11.1094324,9.6697046,16.985825,16.0338754,13.4965273,3.8217655,10.0568359,3.8217655,3.8217655,13.1198621,16.1398539,3.8217655,11.3108566,12.9523508,10.4180652,9.0090462,12.5913521,14.7737557,3.8217655,0
12.0211424,12.1078583,11.3680552,12.4343211,3.8413388,8.567327,3.8413388,11.8131827,10.3360972,3.8413388,11.9788122,11.5343856,14.4305692,3.8413388,15.3661968,11.6585291,16.8852829,3.8413388,11.856008,11.8525269,3.8413388,12.124585,12.0299266,17.272676,17.6025431,12.5526896,12.5288543,3.8413388,19.6887384,15.5682881,3.8413388,11.9576653,11.9937642,3.8413388,3.8413388,15.5098714,13.359388,12.9912871,12.7677928,12.0405914,9.7863011,8.983781,14.0509424,13.1727074,8.6176433,0
10.8013065,8.4488772,9.3184681,10.5317143,3.874235,3.874235,9.3285385,10.3411834,3.874235,7.2818531,11.1494825,10.1009335,12.1931796,8.8305907,11.1298435,12.9425672,13.3406714,8.1595266,9.0857168,9.932084,3.874235,10.0919001,7.6358857,17.5117401,13.5946312,10.4281596,3.874235,7.3671446,14.9240352,15.4942238,10.8265943,9.3211014,10.5896905,3.874235,10.4827458,13.01826,16.2040726,10.8879405,8.6649252,12.9590919,8.6703185,9.2074768,12.7281134,18.4899218,8.9175179,0
14.0051696,10.4108593,12.9012858,9.616343,30.6231387,4.111261,5.5763821,11.4808497,19.6189973,10.8722169,10.1116117,12.041089,16.2953419,13.3108256,46.636557,16.2396594,17.145855,14.6115801,8.9669471,4.111261,4.111261,11.5934549,10.6189515,21.3534052,19.6817971,12.3781571,10.4667492,14.7966268,17.1003611,17.1958929,13.5458552,4.111261,12.4035866,17.2585383,4.111261,12.1812667,19.1181241,12.547388,12.2989091,7.9421549,4.111261,9.2081422,14.8595781,14.3912386,4.111261,1
10.541803,10.3094063,10.7876915,12.4361907,20.3215544,10.4130763,7.4676121,11.2548236,17.0619057,10.9217304,8.9665292,12.8138852,12.1635171,7.4960233,25.1160018,12.8705186,15.1031385,12.4321709,11.4102997,12.6916126,8.3016535,10.6990243,10.8313893,17.4356227,15.1179278,12.6365913,13.8616728,6.8998269,20.7733676,17.6568314,11.0750609,11.0558434,10.6653088,9.4413097,12.1292713,12.0754104,16.4943967,9.5125803,13.75758,13.7604622,8.520413,9.3292794,15.4760676,13.1263219,6.8504263,1
10.8459626,10.204671,10.459112,10.2718475,19.1751196,4.0342159,7.9469106,11.2158078,15.3498206,9.1973094,11.6193555,9.1534967,13.1916839,10.700171,44.3002177,15.9490677,23.0863742,11.9447321,10.1315269,10.1294774,4.0342159,9.7294394,10.4495221,22.2882291,16.6821513,11.1078458,9.9284502,4.0342159,20.7956418,19.4867815,13.323105,9.6654202,10.8253509,11.5240718,20.2236668,12.8720845,14.4188195,12.0573844,11.5945721,12.8895155,7.8674255,4.0342159,14.4823561,22.4925605,4.0342159,1
3.8536884,9.9925498,3.8536884,12.873571,17.737956,3.8536884,3.8536884,12.4108211,16.4794562,3.8536884,13.1862604,3.8536884,12.2301957,3.8536884,23.0665325,15.2388214,19.4246553,3.8536884,9.486426,12.7266594,3.8536884,12.6106113,13.508339,27.1218787,13.460053,11.1725176,10.8708963,10.1923097,18.9577768,19.6138003,12.7226806,9.3731817,10.1949109,10.1441906,3.8536884,15.9531455,19.2960793,10.7647277,15.7984871,12.7110382,9.5192148,9.9067365,16.5835281,21.0367679,8.5522483,1
12.3289886,10.3010126,10.1444205,12.6430732,20.2405443,7.8439122,9.5762032,12.6089396,15.2979469,9.2455201,11.3785719,10.7118325,12.441196,8.7518434,24.1445382,14.1574188,15.8057895,16.7902684,11.3199611,14.1444942,8.4718233,10.9645646,11.9458001,15.2356794,16.7675826,12.9446999,14.274378,10.5504369,19.080975,23.7088522,11.8348202,10.6599687,11.5771469,11.6924257,9.7528502,13.608339,12.1797357,7.96263,15.9916941,11.0991695,8.145192,10.4967598,15.3481867,14.4040768,5.7649338,1
3.7850172,10.6873294,3.7850172,11.6957529,3.7850172,3.7850172,3.7850172,12.8793583,12.9927009,3.7850172,11.0163548,10.5918728,10.7409385,9.6925795,10.5200551,13.9371267,18.9080766,3.7850172,10.9244332,13.9788167,3.7850172,13.5327402,11.9153185,19.9666874,18.3069536,12.9053793,3.7850172,3.7850172,18.1237192,17.107447,10.5156744,9.637018,12.1444735,9.1576891,3.7850172,12.6135365,13.7300609,10.1800766,13.8710446,12.4206458,9.7659603,8.5948185,13.173034,12.5656999,7.6483693,1
4.3182894,4.3182894,10.9433922,9.3289459,26.2925341,4.3182894,4.3182894,9.6149854,15.4417702,10.2818594,4.3182894,4.3182894,20.9226229,9.2616705,46.5322772,15.4078579,16.2876322,24.7199357,7.2790284,13.8108711,11.4345737,9.5281063,12.4790665,18.1540432,20.849126,17.4099683,4.3182894,4.3182894,17.8829775,17.3942228,4.3182894,13.2387167,9.952543,17.2881902,4.3182894,11.2183041,12.8433764,4.3182894,12.4310454,11.9021992,7.3217833,4.3182894,12.1928477,18.0139744,4.3182894,1
11.4210076,8.7777739,11.0012113,8.8700827,18.2582399,9.8619854,6.7095455,12.920445,13.086779,3.8340851,11.508657,12.0208138,12.733293,14.9355201,25.6478382,16.2786659,18.5370497,3.8340851,11.0202041,10.0989968,3.8340851,12.5895575,12.4046962,22.8274903,14.4424824,10.2429378,3.8340851,8.9046816,15.8592727,20.6462467,13.5894518,9.0214399,11.1759908,11.8023584,10.3231373,16.1959585,22.5486926,12.1355725,13.4714147,12.1901618,9.7915321,8.5597013,16.8858371,21.3858162,8.3381542,1
4.1314885,10.0214758,4.1314885,8.9606806,23.7278483,4.1314885,4.1314885,12.5102915,17.3748028,4.1314885,13.1464394,11.0463803,18.1472312,14.3125329,61.8832035,12.6355294,13.7881988,12.667274,9.6513032,12.8446748,15.4334171,4.1314885,4.1314885,20.9003091,17.341722,13.531045,4.1314885,4.1314885,17.307593,19.3093629,4.1314885,10.9237445,10.9243775,11.9675267,38.5896092,13.3667919,15.2836527,4.1314885,10.2904248,13.2337123,7.6334286,4.1314885,15.2885462,4.1314885,4.1314885,1
14.2380385,9.2569558,11.6439175,9.1897112,28.246804,3.898236,3.898236,12.9513956,18.4271733,11.9700927,10.407166,3.898236,15.3072448,11.1259811,40.5798265,15.9439211,16.8817591,11.1092247,7.7665639,9.7637198,10.276777,11.7713824,10.8633199,20.8558534,16.092432,11.4394919,3.898236,3.898236,16.8091312,16.7671815,3.898236,11.3138025,11.1321693,9.8545003,16.9942423,12.0293893,15.6279499,3.898236,11.7920449,10.6411017,6.6320142,9.3974718,11.1869475,26.8533249,8.0113728,1
18.3097683,9.5952287,12.219937,11.832832,42.9609955,4.1936537,4.1936537,13.1836997,15.6001546,4.1936537,9.6327828,4.1936537,15.8379762,4.1936537,75.614771,18.7305905,21.7948946,35.4248558,10.6201719,13.0469133,4.1936537,4.1936537,15.2387823,24.0057733,19.9668404,12.7703328,4.1936537,17.1614224,18.4222424,23.2691774,10.6788502,12.7019973,10.7591407,9.6948563,15.2490146,12.7032934,16.6519856,4.1936537,11.6876407,11.413054,8.7885058,9.8945346,13.6156671,4.1936537,10.3490306,1
14.747126,11.7439956,9.8203828,12.2606303,14.38206,12.0341746,3.6700922,11.0585495,15.5722866,7.6078877,12.583418,15.5248631,12.9455112,14.142414,13.6567603,13.8172453,20.5249437,8.4164871,13.2532524,14.8316375,3.6700922,12.3033677,12.9467145,16.9513527,21.6010821,12.5479614,10.5898112,11.0022319,20.9579692,23.2301435,12.5759676,10.8925305,12.7075046,10.893328,3.6700922,15.9754747,17.3242034,11.1308957,13.0066291,12.5526465,9.0506873,8.785018,15.9677633,11.822259,3.6700922,1
13.7092191,10.5850705,10.6618308,10.5666921,31.3829622,10.5760633,9.8794568,10.9784519,16.0672083,12.9966733,9.3654131,3.8508511,11.9018635,11.327045,47.8787779,17.3858349,21.2560889,20.261145,9.0374143,8.8107071,12.6617915,12.6333091,9.6966224,21.2586018,17.4240903,11.013611,17.9838313,14.9454779,15.2934023,17.3840449,10.6070376,9.9763667,10.3136808,15.698766,9.3073593,13.8713554,15.7820858,6.4045402,12.1368055,10.6181691,8.1620858,3.8508511,15.5038485,16.5767933,3.8508511,1
3.8608029,9.4778695,11.8107237,8.6935203,20.3655225,10.8313345,7.1295065,13.3868618,14.6879838,8.8590692,12.1147745,3.8608029,12.4325857,10.2429654,39.3297445,15.0771745,17.1429121,15.4778629,8.5350733,10.6476422,11.5101381,11.7268746,11.0748801,18.1728073,13.9228836,11.9333913,11.0963926,11.2191114,18.3039341,17.4526083,12.39271,10.9084717,10.8159804,13.1084864,14.9592675,11.7293271,13.2193177,12.8469525,12.1603147,11.038614,7.9986345,9.4084504,12.8506278,17.8511176,7.7449119,1
11.745912,11.4757257,11.5886624,9.6215919,17.7343512,10.9584672,3.9487461,15.1655771,18.5838405,10.4530424,10.3209744,12.5505076,15.5987442,12.8566878,50.7494174,14.5127737,20.7844632,10.9027771,13.279509,14.1308914,8.936689,12.2296882,9.0283349,18.7377821,18.6068217,12.9670574,9.882675,3.9487461,21.1857999,20.1003294,10.6109832,12.8922457,11.2511775,11.0984991,11.8838692,13.2302896,17.2369437,10.4991887,14.8069667,12.4173187,9.4909386,10.1008628,16.046876,19.2805,3.9487461,1
9.8276392,10.9155985,9.0541132,8.4102891,24.8896726,3.7726026,3.7726026,13.0177062,20.9112318,9.8373076,9.4014389,10.1639082,11.240813,11.1005473,27.9366442,13.1450309,14.5448047,21.0515537,9.7753617,11.4590215,3.7726026,10.6000019,12.0114397,16.7178212,16.530484,10.0191107,12.9395311,3.7726026,21.9222594,16.2605281,12.088398,11.19935,11.4647091,8.4363035,10.4278285,12.913946,15.0073619,13.4083346,13.9489983,13.5723607,9.2000244,9.3169502,12.8471185,13.5099051,6.8569356,1
11.0615084,12.2167552,10.2936151,9.8828221,25.7062271,4.0126545,4.0126545,15.8303593,21.7147342,11.6191506,13.6709938,7.7354909,13.9602716,14.8678513,56.7449959,17.3678302,20.2449607,15.8878593,12.0306315,11.9994113,4.0126545,12.678918,12.9021854,19.4325054,21.6788463,13.7320879,12.7338353,12.2527049,21.9849429,22.3673396,12.2826239,8.7452598,10.0704842,11.0116525,4.0126545,14.4333376,17.0681675,8.3701796,13.0714848,9.0252096,10.2037803,11.4091722,15.1080781,14.9145306,4.0126545,1
10.9439379,10.5595534,10.8990391,12.8931628,19.9877994,3.8108946,6.3458279,11.4085735,13.7595375,3.8108946,8.8918802,13.6626301,13.5561186,3.8108946,29.2368483,13.7649549,16.1992826,8.5666495,10.7214028,14.8146865,8.1306487,13.9300427,12.2351032,17.1876004,17.6246806,8.8352922,3.8108946,3.8108946,17.869441,15.7446349,13.8403602,11.3961339,11.1167576,3.8108946,10.6443889,15.0112096,15.3090494,14.585728,18.4682833,10.7140149,10.2307421,9.585412,13.5193183,9.5925789,3.8108946,1
3.9176542,9.3556311,11.9777807,12.7897946,15.1243646,9.2835693,3.9176542,12.5928839,18.4179921,10.0185087,8.016092,10.104522,13.1816737,3.9176542,30.8584542,16.7808222,23.9612585,15.7458952,9.0912893,13.9241703,3.9176542,13.0266912,9.4200261,23.3637448,15.5456524,10.7751121,10.5046763,3.9176542,20.6956976,23.1034642,11.8156951,8.9995299,9.5350909,13.1819635,3.9176542,17.3399387,18.7206518,3.9176542,13.1342386,11.9684086,9.0898092,7.9756793,15.1288523,18.9743751,7.4210911,1
17.1904765,10.4903642,12.4762802,8.8897247,41.862971,4.1861003,6.762289,14.6348767,18.7965815,14.1237018,4.1861003,4.1861003,13.2434689,4.1861003,45.5033198,18.6679965,20.3345179,21.4705305,8.5472254,10.9646502,10.0869006,11.0147158,4.1861003,17.6332573,14.0405974,17.0282551,4.1861003,10.918514,19.1925697,17.7380503,4.1861003,10.6511382,10.9029044,17.2369806,18.1080345,9.9089848,10.983445,4.1861003,12.0351696,4.1861003,7.3526481,10.1066963,10.1871393,4.1861003,4.1861003,1
10.3357005,9.7006704,11.970089,11.36307,13.1012004,3.809997,3.809997,13.6697109,18.7188909,9.5311496,10.4165306,12.0068943,13.9080751,15.2582387,17.0183497,16.1377682,20.5101531,7.0611779,11.0024139,17.9773001,3.809997,8.2833019,11.9460188,22.4687075,15.275566,13.2916344,16.1383915,10.9112427,16.8301145,20.2234725,10.7014167,8.5873856,10.0237925,11.584069,9.2077299,14.4280941,24.0875387,11.3122485,13.092048,12.7909707,8.6684943,8.2174284,15.8120071,17.1024503,6.4677231,1
3.9732862,9.7735263,12.7730887,11.6037058,16.1187011,12.1323193,3.9732862,13.8860039,28.2176835,9.370631,9.6009181,13.9929099,13.5225039,12.6936824,36.2498227,16.7965796,25.7778673,17.7108596,9.4069973,15.1444297,3.9732862,13.4255741,13.1226846,26.3531767,20.0663973,12.6361466,3.9732862,12.1257461,16.8145201,26.6573446,12.8388288,10.9635077,10.7597481,12.8514387,3.9732862,16.5499215,20.1464694,3.9732862,11.5910418,13.059091,9.0285874,8.3439186,15.2691092,11.4267988,3.9732862,1
3.8715486,10.2214877,10.8264286,10.100198,18.2872084,10.9864708,8.4563119,12.6532829,18.6887698,9.5082051,13.4712406,9.5227165,12.4371482,9.3478221,23.5356145,14.2961046,18.798279,10.0023512,10.7099788,14.2253526,3.8715486,10.8625389,12.9128579,25.6877425,18.045238,12.5912691,12.6004882,8.3868067,15.0395549,20.2142184,11.9959493,3.8715486,11.8133592,10.5786394,3.8715486,18.2743458,19.7437519,9.2024675,12.2854164,12.6663022,8.933106,8.5027013,17.2620938,18.1742191,8.3368647,1
12.8891711,8.986973,11.7665926,9.7734569,36.4195768,9.8196135,7.9804246,14.0857267,20.8709569,13.1107982,4.0776016,4.0776016,13.130486,10.662589,38.5769409,16.671018,19.5158026,12.2398695,8.6566404,10.3340165,9.257176,10.7765824,14.5401092,22.9768914,20.4221761,13.5474354,4.0776016,4.0776016,13.7647336,18.7305957,4.0776016,4.0776016,10.9488383,10.2800993,4.0776016,12.0218806,12.5443454,4.0776016,10.6427601,12.9424033,4.0776016,4.0776016,13.1515926,21.1993124,4.0776016,1
3.891923,9.8348943,11.1393473,11.5913896,12.4778281,3.891923,7.9790749,12.4260448,16.1853973,3.891923,11.2360119,3.891923,10.8020259,3.891923,24.1847834,15.4686979,20.8641973,3.891923,10.4639563,13.20295,3.891923,10.4849298,12.4135989,24.6483137,11.675687,11.9746113,12.1530353,3.891923,20.0288368,18.7900384,10.3853927,10.2819187,10.5869885,3.891923,3.891923,14.6300858,20.0192354,12.0011752,11.0428557,11.6566106,9.603836,3.891923,15.8237508,24.2013113,7.0671507,1
13.2168194,10.2107704,10.9881057,10.3457944,25.5035298,4.2300828,4.2300828,15.9673871,14.9684874,11.7294911,10.0604531,4.2300828,12.9329807,11.629794,32.5786799,17.9333879,15.8051828,14.9838728,6.7316297,15.7747401,9.3100992,10.0328844,4.2300828,22.0822511,18.4797153,12.3072095,4.2300828,13.6263461,23.4068941,17.5590622,4.2300828,4.2300828,10.7689654,10.5967644,13.3761641,8.8541273,14.681939,10.3016383,11.4941839,4.2300828,4.2300828,8.6152827,8.3885991,11.9595702,7.7236922,1
4.2340636,10.5413809,14.1325296,10.0682012,23.89786,4.2340636,7.3134631,11.9434996,4.2340636,8.5153593,9.6661776,10.8472399,4.2340636,4.2340636,57.104467,18.0424269,21.0884688,19.411418,9.0490484,4.2340636,13.9739802,4.2340636,15.0718588,18.1853865,15.4424407,9.1340787,4.2340636,11.4072527,18.6269128,19.4711499,4.2340636,9.765596,12.579797,4.2340636,20.6215847,12.9421383,14.285961,4.2340636,12.48222,13.4929914,7.1711417,4.2340636,13.5070196,4.2340636,4.2340636,1
3.8980253,9.5691449,9.984885,10.3392645,25.9053067,11.0678272,8.4721032,10.5257093,12.5372289,3.8980253,3.8980253,10.8994792,12.7520677,3.8980253,20.7643719,14.6877327,19.825994,18.5259841,10.4011829,11.2383967,8.38509,10.9550983,12.4827423,19.8319272,15.4314032,10.0159389,10.5211318,9.7724687,16.881089,17.2134533,11.3471685,12.6457644,10.9832129,3.8980253,3.8980253,13.3555968,13.9477734,3.8980253,13.6099853,10.9669747,8.2917142,7.5837553,13.2912973,15.6408691,8.4157663,1
10.4671605,9.4861699,4.1185364,13.7475319,18.0698692,4.1185364,8.8169848,11.1135042,12.2560697,18.5232919,8.9197245,4.1185364,15.073987,11.0861855,37.987178,17.302799,20.3662192,8.5187611,8.8644701,11.6515043,11.8636737,12.806527,14.4444112,17.1193881,13.7490249,12.6477484,12.5137525,4.1185364,20.1771786,12.8739982,12.1437491,11.4538849,11.2777996,12.7303602,14.5280349,11.0535154,14.259176,4.1185364,11.9663692,10.9858473,9.2868438,9.1660476,13.0827777,24.70823,4.1185364,1
18.6513459,11.5743962,9.5837383,9.6211405,39.8380585,3.9366991,3.9366991,15.7274304,12.9891991,9.396465,11.7967914,12.7891475,10.970845,13.6061306,60.0058667,20.9210185,18.0997427,32.0428765,10.1412036,11.5414264,10.1881097,12.0156873,3.9366991,15.9971264,16.1882886,7.3430845,9.146404,12.4059753,15.7317452,16.9565356,10.9012974,3.9366991,12.2923178,13.6915025,17.6718122,12.4134427,16.7533719,3.9366991,13.3226182,11.0619564,7.1584173,9.0718117,14.0813293,8.7634077,11.4042646,1
12.0417267,9.0378548,4.1001615,9.5575667,20.8713173,4.1001615,7.5742453,11.4950719,16.8302304,12.6797593,8.9550876,4.1001615,16.8692572,4.1001615,49.7539095,16.5126323,20.3958188,10.0428889,8.1602845,9.5500351,4.1001615,4.1001615,11.4636663,21.1420678,16.7683259,9.9607474,10.2326578,4.1001615,22.2498278,21.2091327,10.7971133,13.6513854,10.3460799,13.9689047,13.0299951,11.7671698,11.9760013,12.3941827,17.4421464,10.6112991,6.373226,10.4807069,11.7817618,16.9980473,4.1001615,1
9.0675727,9.354521,13.3486755,9.6568711,15.8379776,3.770532,7.1945548,12.902304,18.639462,9.0568511,9.819868,10.8877414,3.770532,12.1267793,15.3480365,14.3266442,13.2195282,11.4016908,11.826628,3.770532,3.770532,3.770532,13.2220491,18.5092904,16.2061568,15.1723042,16.548477,12.7070449,18.267672,16.9435621,13.7541563,12.6157959,11.6672514,9.9789193,3.770532,14.1630902,12.97169,10.7505837,13.736905,9.0329893,8.270219,9.0753017,14.1040196,10.5766904,3.770532,1
10.2085428,8.8527098,11.0837029,11.5342872,3.7440621,9.6598599,7.2249403,11.9934764,8.3755206,7.600825,3.7440621,3.7440621,13.8737525,3.7440621,10.7938631,12.9899566,20.2344381,7.6416599,12.0504126,12.1129203,3.7440621,11.4808644,10.4333903,17.6885785,16.5580115,11.8596154,12.8426943,3.7440621,18.1741414,15.9405916,13.9534696,3.7440621,11.4430148,3.7440621,9.6801637,12.0706235,13.7681413,11.437357,13.7042887,12.5337533,8.0944406,9.716756,13.0707803,14.964527,8.3679496,1
3.9374118,10.8080454,11.2655007,11.7319329,17.6686384,3.9374118,8.3524198,12.858406,19.6574447,3.9374118,12.8593454,3.9374118,16.755501,3.9374118,36.3252877,15.4998081,18.638207,12.1590017,9.2815932,14.5268198,3.9374118,11.0376569,10.4844203,23.3750044,15.545193,14.467393,12.0400742,3.9374118,20.394012,20.4239854,11.6497744,8.9833194,11.5166587,14.332733,3.9374118,16.4534762,30.27777,3.9374118,15.7838947,12.3293309,9.4817686,9.1099239,14.9294286,15.9053148,7.2926321,1
