SourceGENES,TargetGENES,Interaction,Edges
G47,G32,0.281388180265503,repression
G50,G68,0.280683475518649,repression
G58,G94,0.280522485490107,repression
G70,G60,0.280348657769603,activation
G59,G74,0.27972731168383,repression
G99,G62,0.279651796892847,activation
G73,G81,0.279186067523652,activation
G67,G73,0.27789265293764,activation
G99,G48,0.277890570357521,repression
G15,G24,0.277878634269815,activation
G92,G31,0.27689544293139,activation
G95,G19,0.276491320257699,activation
G21,G21,0.276444726164566,activation
G66,G37,0.275857899420086,activation
G60,G5,0.275500747554429,activation
G67,G59,0.275351968837459,activation
G70,G73,0.275200298904741,repression
G55,G3,0.274944203231874,activation
G71,G43,0.274121022161312,repression
G86,G35,0.274020546288218,activation
G66,G24,0.27345040747763,activation
G80,G59,0.272917396028473,activation
G68,G75,0.272531626045035,repression
G50,G47,0.272178464639384,repression
G100,G88,0.271823798809384,repression
G41,G9,0.271756877868816,activation
G78,G96,0.271172527512916,activation
G36,G5,0.27100185976063,repression
G36,G92,0.270117605884934,activation
G36,G94,0.269731505215062,repression
G16,G37,0.26892061737682,repression
G47,G78,0.266803784460235,activation
G44,G74,0.266394364336962,activation
G90,G7,0.265770310491586,repression
G40,G80,0.265682628406642,repression
G36,G15,0.265578224877423,repression
G36,G24,0.264543190907343,activation
G93,G94,0.263734075443394,repression
G26,G88,0.263583483509091,repression
G93,G49,0.263103677591253,activation
G66,G58,0.262444458506854,activation
G33,G92,0.262063469542143,repression
G70,G5,0.261656714991235,repression
G79,G42,0.261612300114845,repression
G25,G48,0.261503474079273,repression
G73,G66,0.261396590161733,repression
G20,G50,0.260407524533699,activation
G73,G87,0.259664424376251,activation
G55,G15,0.258948053087534,repression
G26,G27,0.258547448206663,repression
G90,G80,0.258313886815888,repression
G78,G55,0.258292276084044,activation
G26,G35,0.258098665961121,repression
G40,G10,0.258056565792355,repression
G73,G46,0.257203445480455,activation
G100,G5,0.256616498154957,activation
G45,G5,0.256573633672953,activation
G20,G98,0.256339035362279,repression
G87,G33,0.256295717350555,activation
G78,G2,0.256274158168458,repression
G100,G51,0.25623531670136,activation
G93,G34,0.256141684561393,repression
G70,G26,0.255948061741509,activation
G36,G8,0.255714358986484,repression
G16,G100,0.255504745069043,activation
G60,G51,0.254911438415171,repression
G100,G85,0.254745842011383,activation
G93,G92,0.254573565032043,activation
G55,G14,0.254371703902333,repression
G58,G100,0.253116844146033,repression
G47,G80,0.252735287989708,repression
G70,G15,0.252556659103675,repression
G66,G46,0.252526522086798,activation
G26,G90,0.252377699961829,activation
G100,G15,0.251225373484184,repression
G93,G50,0.250912366332877,repression
G45,G94,0.250498916134777,activation
G80,G43,0.249901907254095,repression
G58,G57,0.249887493371821,repression
G80,G44,0.249538809128417,repression
G73,G73,0.248988492190844,activation
G55,G55,0.248680038480975,activation
G86,G22,0.248278374800302,activation
G53,G23,0.248253451964133,repression
G36,G20,0.247780105936931,repression
G50,G39,0.24763133575111,activation
G58,G33,0.247359721359216,activation
G60,G13,0.247283896087519,activation
G47,G47,0.247140371393892,activation
G81,G76,0.246974147224939,repression
G59,G86,0.246821503480661,activation
G70,G19,0.246679931783911,repression
G25,G70,0.246641008351768,repression
G32,G13,0.245873174658326,repression
G13,G5,0.244877336095553,activation
G41,G40,0.244760492370591,repression
G99,G58,0.244298605437036,repression
G67,G13,0.24426925261205,activation
G33,G11,0.244138205938688,activation
G25,G60,0.244026686996821,repression
G40,G99,0.243599990533677,activation
G90,G97,0.243063184451712,activation
G82,G14,0.242858894241159,activation
G19,G21,0.242760303484512,repression
G50,G71,0.24267945095722,repression
G86,G85,0.24184700112659,activation
G66,G42,0.241398357462991,repression
G78,G72,0.241334431867009,repression
G47,G73,0.240666942794509,repression
G95,G25,0.24060611610915,repression
G47,G99,0.240401449869497,activation
G55,G66,0.240215272399646,repression
G90,G10,0.240098531650368,repression
G45,G50,0.239919191640682,repression
G45,G90,0.239457411253135,activation
G9,G100,0.239304043460758,activation
G64,G33,0.239281600978549,repression
G93,G26,0.239205212348665,activation
G33,G20,0.239114082090032,repression
G55,G4,0.238868346253465,activation
G15,G54,0.238689096169766,repression
G41,G41,0.238414233155737,activation
G44,G72,0.238403247691152,activation
G5,G49,0.238085325447652,activation
