SourceGENES,TargetGENES,Interaction,Edges
PRDM1,JUN,0.136850185929657,activation
FLI1,RXRB,0.13683694323259,activation
UHRF1,JUN,0.136785315061277,repression
PRDM1,TRIM28,0.13638614439695,repression
PRDM1,BCL6,0.136106564663987,activation
MYEF2,SMAD4,0.135624110947483,activation
MYEF2,NFE2L1,0.134824601015729,activation
VDR,NFE2L1,0.134815714088647,repression
CBFB,ELK1,0.134613439513982,activation
NFYA,HOXA13,0.134590108430069,activation
RREB1,BCL6,0.134549363234156,repression
SPI1,PPARD,0.134454388463394,activation
FLI1,ETS1,0.134218025698071,activation
VDR,SMAD4,0.132759937423459,repression
SMAD4,TCFL5,0.132648167300208,repression
FLI1,PPARD,0.132451995547743,activation
TRIM28,LMO2,0.132417003370989,repression
KLF13,JUN,0.132270488871814,activation
VDR,BCL6,0.131960651940767,activation
VDR,NFYC,0.131439390290617,activation
NFYA,SPI1,0.131434055103769,activation
BCL6,JUN,0.131124794514518,activation
TCFL5,PPARG,0.131105688860298,repression
MYEF2,STAT1,0.131100120821282,activation
IRF8,NFYC,0.129753918407865,activation
PRDM1,MYEF2,0.129725194867147,repression
SPIB,SNAI3,0.129707529173003,activation
PPARG,TRIM28,0.129298233892098,activation
UHRF1,NFYA,0.129291682096099,activation
PPARD,HOXA10,0.129061024254349,repression
PPARD,TCF3,0.128961667453073,activation
PPARG,RREB1,0.12885181611537,repression
TCFL5,SMAD3,0.128732765434197,repression
RREB1,RXRB,0.128303606368821,repression
MAFB,RREB1,0.128211083342848,repression
FOSB,NFYC,0.12774159074235,activation
PPARG,MYEF2,0.127464540816339,repression
PRDM1,FLI1,0.127414620515242,repression
FOS,SPI1,0.127244093137977,activation
TRIM28,SP3,0.127113937309536,activation
TRIM28,VDR,0.126737326772976,repression
TCFL5,ETS1,0.126612704733895,repression
SNAI1,TFPT,0.126247000653364,activation
KLF10,KLF13,0.125941552432227,activation
SPI1,LMO2,0.125584078149724,activation
MAFB,TRIM28,0.124902834280727,activation
FOS,HOXA13,0.124768443174168,activation
SMAD4,PPARG,0.124117828497146,activation
ETS1,SPIB,0.122715862017284,repression
SPI1,CBFB,0.122606630484385,repression
SMAD4,SMAD3,0.122206979268711,activation
SNAI1,RXRB,0.122168145413693,repression
MAFB,MYEF2,0.121713978825048,repression
MYEF2,RREB1,0.121489790161294,activation
IRF8,SMAD4,0.121448838588677,repression
MAFB,NFATC1,0.121318043673077,activation
RREB1,ETS1,0.121284249887589,repression
PPARG,NFATC1,0.121068323429501,repression
MAFB,RUNX1,0.120908791861254,activation
SMAD4,ELK1,0.120874804979075,repression
RUNX1,SPIB,0.120780617245494,activation
SPI1,UHRF1,0.120576926622425,repression
VDR,STAT1,0.120436047465752,repression
RREB1,VDR,0.120388777076907,repression
PPARG,RUNX1,0.120035071329917,repression
TRIM28,MYB,0.119688608290084,activation
RREB1,PPARD,0.119561150118994,repression
TRIM28,CEBPB,0.119443766830237,activation
MYB,SMAD3,0.119073671227442,activation
IRF8,STAT1,0.119066120462315,activation
FOSB,SMAD4,0.118730353649108,activation
STAT1,SPIB,0.118720392089386,repression
FLI1,CBFB,0.118068680704993,repression
SPIB,HOXA10,0.11763873317051,activation
FLI1,LMO2,0.117513808066338,activation
TCFL5,LMO2,0.117497805491486,repression
IRF8,RREB1,0.117012017651826,activation
SPIB,TCF3,0.116863074943275,repression
TFPT,PRDM1,0.116599802078537,repression
FOSB,STAT1,0.116345355286996,activation
SNAI1,ETS1,0.116040870792959,activation
NFYA,NFYC,0.116005729685809,repression
PRDM1,NFYA,0.115896314600415,repression
CEBPB,SPIB,0.115872645822662,repression
TFPT,SPIB,0.115644132241814,activation
FLI1,UHRF1,0.115331154304592,activation
ETS1,PRDM1,0.115142099430467,activation
SPI1,SP3,0.114811518269335,activation
MYB,SPIB,0.114519809909906,activation
