Parent X. Child Weight Probability
si:dkey-6i22.5 -| aga -0.062611 0.99984
aurkb -> ncaph2 0.286901 0.999839
itgae.1 -> LOC559066 0.097389 0.999839
ddit4 -> scd 0.108738 0.999838
slc2a6 -> cox8b 0.552873 0.999837
itgb2 -| rrm1 -0.397506 0.999837
chaf1a -> smc4 0.262178 0.999837
zgc:153405 -| si:dkey-6i22.5 -0.211163 0.999837
zgc:112234 -| marcksl1a -0.128425 0.999837
pnrc2 -> mafba 0.120863 0.999837
zgc:110425 -> cecr1b 0.079223 0.999837
moxd1 -| fzd8b -0.406462 0.999836
atic -> mettl1 0.28502 0.999836
csf3r -> zgc:198419 0.275237 0.999835
zgc:110425 -> gata2a 0.189676 0.999835
si:dkey-172j4.3 -> si:dkeyp-87d8.8 0.153652 0.999835
tyms -| LOC570115 -0.074312 0.999835
si:dkey-188i13.7 -> grn1 0.262987 0.999834
zgc:173915 -> caly 0.299575 0.999833
cenpn -> haus1 0.211791 0.999833
e2f7 -| zgc:136564 -0.180203 0.999833
mrps35 -| tirap -0.071051 0.999833
cdkn2d -> zgc:86764 0.2113 0.999832
mafba -| mrc1b -0.204496 0.999832
pnrc2 -> marco 0.094008 0.999832
si:dkey-106l3.6 -| cyb5r2 -0.078275 0.999832
zgc:110224 -> slc29a2 0.270327 0.999831
ncapd2 -> tcea3 0.109635 0.999831
csf1rb -| tirap -0.096472 0.999831
primpol -> smc4 0.253177 0.999829
kcnf1a -> si:dkey-108k21.10 0.106038 0.999828
rps25 -> si:ch211-117m20.5 0.083624 0.999828
lig1 -> si:dkey-261m9.12 0.115866 0.999827
galm -> spc24 0.298105 0.999826
ddit4 -> chtf8 0.297511 0.999826
si:dkey-108k21.10 -| mad2l1 -0.275227 0.999826
cfl1 -| chaf1b -0.219666 0.999826
zgc:198419 -| si:dkey-6i22.5 -0.21219 0.999826
ncaph -> poln 0.191086 0.999826
gata2b -| csf1rb -0.115205 0.999826
mylk5 -> si:dkey-88e18.2 0.096932 0.999826
mrps35 -| LOC100334934 -0.245637 0.999825
chtf8 -| zgc:110224 -0.100353 0.999825
tagln2 -> gpr183a 0.075015 0.999825
ncapd2 -| nip7 -0.226516 0.999823
si:busm1-266f07.2 -> cenpn 0.264476 0.999822
gp1bb -| si:dkey-108k21.10 -0.104004 0.999822
si:dkey-204f11.64 -> c24h7orf50 0.273767 0.999821
chaf1a -> si:dkey-261m9.12 0.123724 0.999821
gig2q -| ccna2 -0.301498 0.99982
si:dkey-108k21.10 -| zgc:86764 -0.235191 0.99982
cdkn2d -| ponzr1 -0.310747 0.999819
zgc:101000 -> gpr183a 0.098576 0.999819
aurkb -> e2f8 0.160634 0.999818
prim1 -| si:ch211-113a14.18 -0.098035 0.999818
pcbd1 -| ube2t -0.200801 0.999817
ripply2 -> scd 0.146778 0.999817
galm -| slmapb -0.141585 0.999817
apln -> cdk6 0.127585 0.999817
cdkn2d -> soul5 0.126457 0.999817
cd74a -| si:dkeyp-9d4.2 -0.092273 0.999817
si:dkey-172j4.3 -> LOC559066 0.189213 0.999815
tomm40l -| ncapd2 -0.123937 0.999814
rpl35a -| si:ch211-283g2.2 -0.099193 0.999814
soul5 -| si:ch211-266i6.3 -0.176694 0.999812
gata2b -| nkain1 -0.13623 0.999812
amt -> scd 0.099308 0.999812
slc25a15a -> ripply2 0.09107 0.999812
rps25 -> csf3r 0.053987 0.999812
si:ch211-113a14.18 -> zgc:86764 0.24703 0.999811
amt -| gnai2b -0.220322 0.99981
kcnf1a -> cenpk 0.207344 0.999809
mrps35 -> kif15 0.180144 0.999809
si:dkey-185e18.7 -> si:ch211-113a14.28 0.147315 0.999809
si:ch73-237c6.1 -| apex1 -0.339564 0.999808
smc4 -| haus1 -0.17092 0.999808
cd74b -| ncaph2 -0.145904 0.999808
phkg1a -> rbm47 0.136552 0.999808
tat -> mthfd1b 0.147891 0.999807
rpl18a -> ms4a17a.10 0.069593 0.999807
smc4 -| erg -0.069239 0.999806
susd1 -> tirap 0.06223 0.999806
smc4 -| cd74b -0.291308 0.999805
n6amt2 -| mettl1 -0.176495 0.999805
rpl18 -> il1b 0.043709 0.999805
zgc:153405 -| tubb4b -0.488185 0.999804
ms4a17a.6 -> haus5 0.164211 0.999804
rpl37 -| mis12 -0.092375 0.999804
rps19 -> ctss2.2 0.072516 0.999804
si:dkey-185e18.7 -> si:ch211-113a14.22 0.307113 0.999803
zgc:110425 -> efhd2 0.199303 0.999802
haus5 -| zgc:110224 -0.138761 0.999802
tfb1m -> cdkn2d 0.131513 0.999801
spc25 -> gtse1 0.130423 0.999801
prc1b -> si:dkey-261m9.12 0.129173 0.999801
nkain1 -> cdca7b 0.127905 0.999801
rpl18a -> cfp 0.061127 0.999801
ncaph -> kcnf1a 0.230573 0.9998
pdcd2l -> si:ch73-237c6.1 0.189887 0.9998
tyms -| si:dkey-261m9.12 -0.07514 0.9998
si:ch211-113a14.18 -> smc2 0.26511 0.999799
tcea3 -> gnai2b 0.235017 0.999798
marco -| caly -0.397797 0.999797
ms4a17a.6 -> chtf18 0.185168 0.999797
zgc:198419 -> si:dkey-172j4.3 0.105921 0.999796
arpc1b -> atp1a3a 0.059806 0.999796
gnai2b -> pbk 0.256 0.999795
rpl39 -| cfl1 -0.112231 0.999795
zgc:92868 -| hexb -0.099812 0.999794
si:ch211-283g2.2 -| erg -0.135274 0.999793
cdca7b -> mettl1 0.314595 0.999791
hells -| haus1 -0.152776 0.999791
slc25a15a -> si:dkey-111e8.5 0.110183 0.999791
rpl39 -| LOC100148591 -0.109101 0.999791
zgc:86764 -| zgc:173915 -0.216719 0.99979
ncf2 -| atad5a -0.193924 0.999789
si:ch211-26b3.4 -> runx1 0.272687 0.999788
tyms -| n6amt2 -0.139154 0.999788
gata2a -> cenpk 0.208263 0.999787
atic -> slmapb 0.137783 0.999787
si:ch211-113a14.22 -> cdca7b 0.129074 0.999787
spc24 -| spock3 -0.064604 0.999787
aurkb -| tfb1m -0.134191 0.999786
haus5 -| erg -0.086338 0.999786
rpl18a -> marco 0.073186 0.999786
si:dkey-185e18.7 -> apex1 0.319658 0.999785
si:dkey-172j4.3 -> illr4 0.211884 0.999785
mnd1 -| spc24 -0.180498 0.999785
si:dkey-185e18.7 -> ncaph2 0.230864 0.999784
tfb1m -| grap2a -0.188824 0.999784
LOC100334934 -> zgc:136564 0.17064 0.999783
znfl2a -> mafba 0.104381 0.999783
si:rp71-1g18.13 -> lamb1b 0.489978 0.999782
fam26f -| amt -0.141204 0.999782
scd -| tirap -0.114518 0.999781
tomm40l -| si:ch211-113a14.28 -0.104748 0.999781
ssuh2rs1 -> grap2a 0.217107 0.99978
LOC570115 -> zgc:153405 0.212466 0.99978
zgc:110540 -> zgc:110216 0.157459 0.99978
phkg1a -> ltb4r 0.119958 0.99978
rps7 -| chchd10 -0.070762 0.99978
rpl15 -> snx10b 0.047002 0.99978
si:dkey-185e18.7 -| mrps35 -0.22467 0.999779
rpl18a -> si:ch211-264f5.2 0.051601 0.999779
ube2t -| mettl1 -0.173727 0.999778
adoa -| cth -0.155585 0.999778
slc3a2a -> dtymk 0.324431 0.999777
ms4a17a.10 -> mis12 0.301522 0.999776
cfl1 -| rad51 -0.195837 0.999776
stmn1a -> si:ch211-113a14.28 0.145781 0.999776
fzd8b -> ncf2 0.122224 0.999776
cenpk -> mnd1 0.162284 0.999775
flna -| metrn -0.10236 0.999775
c1qa -> si:ch211-113a14.22 0.256133 0.999772
si:dkey-22a1.3 -| krcp -0.16967 0.999772
runx1 -| sftpbb -0.123489 0.999772
rpl18a -> tfeb 0.053596 0.999772
runx1 -| snx10b -0.087401 0.999771
atad5a -| dsn1 -0.199261 0.999768
rps3a -| nkain1 -0.040907 0.999768
itgb3b -| si:ch211-117m20.5 -0.111845 0.999767
mnd1 -| gata2b -0.1068 0.999764
apex1 -| haus5 -0.095753 0.999764
cmklr1 -> ccna2 0.287472 0.999763
gig2q -| e2f8 -0.190032 0.999763
zgc:198419 -| chtf18 -0.182052 0.999763
pfn1 -| samsn1a -0.170459 0.999763
zgc:153405 -| e2f8 -0.165899 0.999763
serpinb1 -| ccna2 -0.142085 0.999763
atad5a -> si:dkey-106l3.6 0.129522 0.999763
fam26f -> wdr74 0.18124 0.999762
rpa3 -> smc2 0.217278 0.99976
rpl39 -| slc3a2a -0.090495 0.99976
si:dkey-185e18.7 -> ponzr1 0.302336 0.999759
cdkn2d -> lamb1b 0.254839 0.999758
rps14 -| gng12a -0.07262 0.999758
pdcd2l -> cth 0.179825 0.999757
phkg1a -| LOC100536757 -0.145341 0.999757
znhit3 -> ponzr1 0.530845 0.999755
ssuh2rs1 -> si:dkey-56i24.1 0.175952 0.999755
si:dkey-261m9.17 -| cdkn2d -0.121081 0.999755
ppiaa -> si:dkey-126g1.9 0.052528 0.999754
si:dkey-108k21.10 -| smc4 -0.279466 0.999753
gig2q -| smc2 -0.288839 0.999752
si:dkey-172j4.3 -> ephx2 0.200139 0.999752
gtse1 -> zgc:110216 0.176148 0.999752
krcp -| znhit3 -0.127088 0.999752
mgst2 -| vrk2 -0.084454 0.999752
amt -> mis12 0.220384 0.999751
hells -| cdc6 -0.139345 0.999751
slc2a6 -> npm1a 1.096069 0.99975
rpl10a -| ncf2 -0.084692 0.999749
si:ch211-33e4.2 -> grna 0.149061 0.999748
dhfr -| mafba -0.126227 0.999748
e2f8 -> krcp 0.33368 0.999747
si:ch211-26b3.4 -| ncf2 -0.261286 0.999747
cdkn2d -> si:dkey-6i22.5 0.20475 0.999747
rrm2 -> cmklr1 0.11923 0.999747
tirap -> si:dkey-88e18.2 0.081721 0.999747
ms4a17a.10 -> fli1b 0.272231 0.999746
nkain1 -> mki67 0.289976 0.999745
scd -| marcksl1a -0.237202 0.999745
si:ch211-39k3.2 -> si:ch73-40i7.2 0.087788 0.999745
cox8b -> il1b 0.074272 0.999745
apln -> si:dkey-22a1.3 0.054933 0.999745
lygl1 -| cenph -0.117529 0.999744
si:ch211-33e4.2 -> si:dkey-106l3.6 0.053084 0.999744
cfl1 -| lamb1b -0.244753 0.999743
zgc:173552 -> tat 0.141916 0.999743
chchd10 -| gpr183a -0.120621 0.999743
rps25 -> c1qb 0.092703 0.999743
chchd10 -| si:dkey-88e18.2 -0.047733 0.999743
si:ch211-113a14.22 -> haus1 0.232875 0.999742
gabrp -| nip7 -0.293135 0.99974
ddit4 -> chtf18 0.204403 0.999738
si:ch211-266i6.3 -| mafba -0.166578 0.999738
nkain1 -> si:dkey-182g1.4 0.10966 0.999738
rpl7 -> grn1 0.117246 0.999737
swap70b -| itgb3a -0.67561 0.999736
itgae.1 -> si:ch211-283g2.2 0.10702 0.999736
tomm40l -| mad2l1 -0.189957 0.999735
rps15 -| nadk2 -0.144662 0.999735
ssuh2rs1 -| si:dkey-108k21.10 -0.14918 0.999734
slc25a15a -> cyb5r2 0.11104 0.999734
ppardb -| tcea3 -0.107086 0.999734
si:ch211-113a14.28 -> grna 0.217685 0.999733
c24h7orf50 -| nsun3 -0.101538 0.999731
fam107b -> haus1 0.217002 0.99973
zgc:110224 -> ube2t 0.207365 0.99973
runx1 -> chchd10 0.171423 0.999729
top2a -| moxd1 -0.152712 0.999729
si:dkey-182g1.4 -> im:6904482 0.281429 0.999728
gtse1 -| pus1 -0.212863 0.999728
c24h7orf50 -| tyms -0.199557 0.999728
ctss2.2 -| ms4a17a.6 -0.140962 0.999727
vrk2 -| znhit3 -0.221886 0.999726
slmapb -> zgc:110224 0.156296 0.999726
pane1 -> ncapg2 0.170548 0.999725
rpl7 -> cyp3c1 0.042939 0.999725
tirap -| cth -0.136271 0.999724
ssuh2rs1 -> sgk3 0.095645 0.999724
slc2a6 -> cdk6 0.443868 0.999723
gata1b -> mis18a 0.113225 0.999723
adoa -> chtf18 0.205513 0.999721
LOC100334934 -> si:dkey-6i22.5 0.193833 0.999721
gata1a -| fzd8b -0.157544 0.999721
phkg1a -> si:dkeyp-9d4.2 0.125799 0.99972
prim1 -| si:dkey-106l3.6 -0.082876 0.999719
tcea3 -> si:dkey-261m9.12 0.130292 0.999718
itgb3b -> nkain1 0.050511 0.999717
rad51 -| cdc6 -0.157077 0.999715
cyb5r2 -| prim2 -0.45311 0.999714
si:dkey-257i7.5 -| dennd2da -0.141255 0.999714
limd2 -| LOC101884755 -0.066691 0.999714
rpl18a -> si:dkey-195m11.11 0.063325 0.999714
gtse1 -> aurkb 0.344496 0.999712
slc29a2 -> cd74b 0.310832 0.999712
atad5a -| ndc80 -0.143094 0.999712
rpl32 -> dennd2da 0.081051 0.999712
rps2 -| atp1a3a -0.066696 0.999711
erg -| atad5a -0.257821 0.99971
kcnf1a -| metap1 -0.230873 0.99971
esco2 -> haus1 0.221579 0.99971
c1qb -| ctss2.2 -0.18269 0.99971
chaf1b -| cenph -0.133953 0.99971
poln -| fam107b -0.149617 0.999706
zgc:173915 -| sftpbb -0.138484 0.999706
blf -| si:dkey-56f14.7 -0.100778 0.999706
ncapg2 -| c24h7orf50 -0.171646 0.999705
ncapd2 -| zgc:136564 -0.156721 0.999705
amt -> metap1 0.302114 0.999704
zgc:173552 -> c24h7orf50 0.23913 0.999704
actb2 -> illr4 0.170993 0.999703
erg -| rrm1 -0.572166 0.999701
cth -> thyn1 0.204609 0.999701
ncf2 -| chtf18 -0.152091 0.999701
si:ch211-266i6.3 -> gata2b 0.106168 0.999701
apex1 -> il1b 0.072457 0.999701
phkg1a -> spns3 0.123348 0.9997
rpl18 -> zgc:110340 0.074542 0.9997
LOC100148591 -> gata2a 0.25487 0.999697
krcp -| cth -0.104478 0.999697
amt -> zgc:136564 0.190611 0.999695
actb2 -| mylk5 -0.11921 0.999695
sftpbb -> atp1a3a 0.175913 0.999694
cd74a -> top2a 0.12975 0.999694
si:ch73-40i7.2 -| chaf1b -0.348089 0.999693
mcl1a -> dtymk 0.125158 0.999693
LOC100536757 -| znhit3 -0.147039 0.999691
slc3a2a -> larp4ab 0.564908 0.99969
gata2a -> ccna2 0.173467 0.99969
pbk -| wdr74 -0.099548 0.99969
aga -| LOC101885604 -0.072926 0.999688
prim1 -| LOC570115 -0.070522 0.999688
moxd1 -> larp4ab 0.421664 0.999686
vrk2 -> zgc:110216 0.192783 0.999686
rpl12 -| si:dkey-56i24.1 -0.058974 0.999686
fam26f -| mrc1b -0.241997 0.999684
slc2a6 -| gp1bb -0.629557 0.999683
LOC100536757 -| thyn1 -0.168536 0.999683
mmp14b -| mrps35 -0.129918 0.999683
itga2b -| itgae.1 -0.137715 0.999682
dachd -| si:ch211-283g2.2 -0.131345 0.999681
tyms -| si:ch211-113a14.28 -0.083947 0.999681
il1b -> myb 1.111507 0.99968
si:ch211-113a14.22 -| ncaph2 -0.159333 0.99968
thbs1 -| phkg1a -0.09488 0.99968
mis12 -| cd74b -0.257794 0.999679
si:ch211-113a14.28 -> ephx2 0.132548 0.999678
si:ch211-113a14.28 -| metap1 -0.314289 0.999677
mad2l1 -> si:dkey-108k21.14 0.085335 0.999677
si:ch211-18i17.2 -| itgae.1 -0.256858 0.999675
gata2b -| si:dkey-56i24.1 -0.163672 0.999675
im:6904482 -| si:dkey-188i13.7 -0.155326 0.999675
si:dkey-172j4.3 -> samsn1a 0.268714 0.999674
cecr1b -> cerkl 0.120483 0.999674
gp1bb -| LOC559066 -0.078281 0.999674
ctss2.2 -| fli1b -0.193837 0.999673
haus5 -> si:ch211-266i6.3 0.192561 0.999673
galm -> tmsb4x 0.131186 0.999673
ripply2 -> ripply2 0.097475 0.999673
gata2a -> ncaph2 0.129751 0.999669
grb10a -> gpr183a 0.08176 0.999669
rbm47 -| fam26f -0.209854 0.999668
LOC101885604 -| cdkn2d -0.191595 0.999668
LOC570115 -> ube2t 0.280989 0.999667
si:dkey-108k21.10 -| poln -0.190552 0.999667
cks1b -| ndc80 -0.100241 0.999667
poln -> si:dkey-22a1.3 0.133375 0.999666
ponzr1 -| zgc:153405 -0.111413 0.999665
si:ch211-39k3.2 -> cenpn 0.196114 0.999664
galm -> cenph 0.192058 0.999664
si:dkey-204f11.64 -| mis18a -0.181116 0.999662
si:dkey-6i22.5 -| zgc:153405 -0.096094 0.99966
si:ch211-113a14.18 -| rrm2 -0.081174 0.99966
dachd -| cth -0.1238 0.999659
si:dkey-22a1.3 -> itgb2 0.203766 0.999658
moxd1 -| ctgfa -1.495554 0.999657
si:dkey-56i24.1 -> tomm40l 0.204712 0.999657
rpl7 -> samsn1a 0.067821 0.999657
pane1 -> cenph 0.153873 0.999656
si:dkey-106l3.6 -| slc2a6 -0.102022 0.999656
anxa1a -| serpinb1 -0.442998 0.999655
ddit4 -> tyms 0.41303 0.999655
rps19 -> c1qb 0.087103 0.999655
phkg1a -> ctss2.2 0.143888 0.999653
c24h7orf50 -| primpol -0.161037 0.999651
si:dkey-261m9.12 -> chchd10 0.227188 0.999648
nkain1 -> ncapd2 0.193852 0.999648
mthfd1b -| fli1b -0.161446 0.999648
kcnf1a -> dennd2da 0.127677 0.999648
cdk6 -| cenpn -0.107168 0.999648
fhl1b -> zgc:158446 0.095263 0.999648
atic -> chchd10 0.193397 0.999647
rpl7 -> swap70b 0.056334 0.999647
kif15 -| ncaph -0.170147 0.999646
efhd2 -| apex1 -0.191046 0.999645
rap1b -| dennd2da -0.136938 0.999644
adoa -> mnd1 0.219528 0.999642
cdca7b -| hexb -0.19108 0.999642
esco2 -> e2f7 0.123397 0.99964
cks1b -| cdkn2d -0.070405 0.99964
ndc80 -| LOC100148591 -0.144334 0.999639
spc25 -| zgc:110224 -0.111739 0.999639
si:dkey-56i24.1 -> pus1 0.197361 0.999638
tomm40l -> pcbd1 0.132634 0.999638
cdk6 -| ncapg2 -0.128413 0.999637
dennd2da -| si:ch211-39k3.2 -0.110953 0.999637
slc2a6 -> tyms 0.553354 0.999636
mgst2 -| haus5 -0.158676 0.999634
tyms -| nadk2 -0.253723 0.999632
mylk5 -| ms4a17a.6 -0.163194 0.999631
cenph -| vwf -0.094373 0.999631
pane1 -> top2a 0.172138 0.99963
mis12 -| chtf8 -0.1441 0.99963
mettl1 -| si:dkey-185e18.7 -0.086888 0.99963
socs7 -> kif15 0.385556 0.999629
amt -> spc25 0.241781 0.999629
zgc:153405 -| cdc6 -0.218858 0.999629
si:ch211-113a14.28 -> rrm2 0.117585 0.999629
cyb5r2 -> cenpk 0.440333 0.999628
haus1 -| spock3 -0.061255 0.999627
apex1 -> illr4 0.092708 0.999626
si:dkeyp-87d8.8 -> pdcd2l 0.090192 0.999626
prc1b -> ctss2.2 0.143553 0.999625
hsp90ab1 -| slc7a7 -0.079189 0.999624
hook1 -> dsn1 0.384688 0.999623
si:ch211-266i6.3 -| kcnf1a -0.247125 0.999623
ncaph2 -> mis18a 0.146975 0.999623
ube2t -> si:dkey-185e18.7 0.123889 0.999622
hells -| lamb1b -0.19023 0.999621
smc4 -| apex1 -0.180671 0.999619
si:ch211-113a14.22 -| zgc:173915 -0.223192 0.999618
si:dkey-108k21.10 -> si:ch211-266i6.3 0.219037 0.999618
slc25a15a -| si:ch211-39k3.2 -0.170379 0.999617
blf -> dachd 0.075638 0.999616
cd74a -| csf3r -0.077311 0.999614
tyms -| apex1 -0.130911 0.999611
socs3a -> kcnf1a 0.187812 0.99961
mettl1 -| nsl1 -0.112984 0.99961
apln -> grap2a 0.083137 0.99961
rplp0 -| anxa1a -0.079186 0.99961
si:ch211-266i6.3 -| si:dkey-5n18.1 -0.167747 0.999609
marcksl1a -> fam107b 0.165296 0.999609
si:dkey-172j4.3 -> csf3r 0.178345 0.999607
chchd10 -| itgb2 -0.158501 0.999605
phkg1a -> ms4a17a.9 0.102929 0.999604
ncapd2 -| ncaph2 -0.165235 0.999603
socs7 -> zgc:173552 0.295176 0.999601
poln -| slmapb -0.106497 0.9996
rpl18a -> gng12a 0.082684 0.999599
zgc:198419 -| tat -0.167529 0.999598
si:dkey-5n18.1 -| im:6904482 -0.166942 0.999598
mgst2 -> wdr74 0.169211 0.999597
si:dkey-22a1.3 -| ppardb -0.107978 0.999597
gig2q -| zgc:136564 -0.210269 0.999596
cenpn -> cdk6 0.256152 0.999595
gata2a -> nsl1 0.11666 0.999595
hook1 -> zgc:110540 0.460507 0.999593
wdr74 -> mthfd1b 0.151317 0.999593
tirap -| si:dkey-106l3.6 -0.144862 0.999592
rpl7 -> c1qa 0.073886 0.999591
rpl7 -> stoml3b 0.063462 0.999591
tirap -> si:ch211-113a14.28 0.145949 0.99959
apln -> atic 0.076561 0.99959
itga2b -| si:ch211-113a14.18 -0.12206 0.999588
pfn1 -| zgc:198419 -0.188797 0.999587
aurkb -> gtse1 0.145194 0.999587
tcea3 -> itgb2 0.238343 0.999586
pbk -> hexb 0.193114 0.999585
ponzr1 -| tfb1m -0.098155 0.999584
mis12 -| cd74a -0.292234 0.999582
pus1 -> cyb5r2 0.061118 0.999582
rad51 -| si:ch211-113a14.22 -0.139646 0.999581
hexb -| dachd -0.116484 0.999581
si:dkey-102g19.3 -| ponzr1 -0.338776 0.99958
itgae.1 -| si:ch211-113a14.28 -0.111379 0.99958
slmapb -> rrm2 0.09204 0.99958
haus1 -> gig2q 0.081133 0.99958
mmp14b -| fzd8b -0.19159 0.999579
tomm40l -| cyb5r2 -0.058043 0.999578
LOC100536757 -| pbk -0.250075 0.999577
tagln2 -> haus1 0.104783 0.999577
rrm2 -> cdk6 0.269064 0.999575
kcnf1a -> si:dkey-261m9.17 0.122449 0.999575
si:dkey-204f11.64 -| LOC570115 -0.145187 0.999571
tyms -| si:dkey-108k21.10 -0.09085 0.999571
LOC100148591 -| n6amt2 -0.181746 0.999569
cdca7b -| ncaph -0.17001 0.999569
gabrp -> slc25a15a 0.115572 0.999569
si:ch211-18i17.2 -| zgc:158446 -0.168318 0.999568
rpl18a -> csf3r 0.055428 0.999568
si:ch73-40i7.2 -| si:ch211-39k3.2 -0.179095 0.999567
hsp90ab1 -| ms4a17a.9 -0.075338 0.999567
cbsa -| hook1 -0.069812 0.999567
apex1 -> si:dkey-261m9.12 0.09186 0.999565
mis12 -> itga2b 0.339638 0.999564
zgc:101000 -| si:ch211-113a14.28 -0.072202 0.999564
zgc:101000 -> pnrc2 0.257676 0.999562
npm1a -| spc25 -0.105713 0.999561
zgc:113411 -> runx1 0.093905 0.999561
eef1b2 -| fli1b -0.075946 0.999561
ncf2 -| galm -0.108464 0.99956
mcl1a -| si:dkey-1h24.6 -0.054925 0.99956
tmsb4x -> txndc5 0.953639 0.999557
esco2 -| si:dkey-188i13.7 -0.135429 0.999557
si:dkeyp-9d4.2 -| primpol -0.214372 0.999556
npm1a -| primpol -0.095717 0.999556
top2a -> LOC100148591 0.362992 0.999555
erg -| top2a -0.222437 0.999554
si:dkey-56i24.1 -> rad51 0.196995 0.999554
runx1 -| mpp4a -0.088884 0.999552
im:6904482 -| zgc:136564 -0.170775 0.999551
zgc:173552 -| mmp14b -0.580362 0.99955
serpinb1 -| haus1 -0.127658 0.99955
ssuh2rs1 -| LOC100536757 -0.155982 0.999549
si:ch211-113a14.28 -> vwf 0.152293 0.999549
cenph -| LOC100148591 -0.132577 0.999548
grna -| atic -0.165802 0.999546
fzd8b -| si:ch211-161h7.4 -0.126724 0.999543
rpl10a -| thyn1 -0.070906 0.999543
mcl1a -| slc2a6 -0.059798 0.999543
si:dkey-257i7.5 -> cdk6 0.255465 0.999542
hells -> rad51 0.18742 0.999542
si:ch211-266i6.3 -| slc3a2a -0.101742 0.999541
si:dkey-126g1.9 -> lamb1b 0.403539 0.99954
cdkn2d -> chaf1a 0.27408 0.999539
amt -> erg 0.104113 0.999538
c1qa -| ltb4r -0.147189 0.999537
si:dkey-108k21.10 -| LOC100334934 -0.300963 0.999536
si:ch211-266i6.3 -| tgfbi -0.095994 0.999536
si:dkey-185e18.7 -> gabrp 0.107579 0.999534
mthfd1b -> haus5 0.156136 0.999533
hook1 -> dhfr 0.70299 0.999532
slc2a6 -| tpm4a -0.959442 0.999531
chchd10 -> zgc:173552 0.128973 0.99953
mcoln3a -> samsn1a 0.177936 0.999529
zgc:92868 -| si:dkey-5n18.1 -0.142439 0.999528
si:dkey-172j4.3 -> ms4a17a.6 0.198241 0.999525
si:ch211-113a14.22 -| mis18a -0.107607 0.999524
si:busm1-266f07.2 -> smc2 0.318804 0.999523
thbs1 -> fam107b 0.07339 0.999521
mnd1 -| zgc:110425 -0.311844 0.999519
rpl8 -> c5ar1 0.054045 0.999519
si:dkey-102g19.3 -| si:dkey-5n18.1 -0.210913 0.999518
haus5 -| si:dkey-261m9.12 -0.104576 0.999517
tyms -| primpol -0.127131 0.999516
rap1b -| pus1 -0.180885 0.999514
gpr183a -| runx1 -0.178833 0.999514
tgfbi -> cdca7b 0.156706 0.999514
tcea3 -> dachd 0.169745 0.999513
znhit3 -> mcoln3a 0.129071 0.999512
slc2a6 -> prim1 0.510943 0.999511
rpa3 -> mis18a 0.164476 0.99951
zgc:86764 -> dachd 0.131102 0.99951
actb2 -> galm 0.129612 0.99951
chaf1b -| ncapg2 -0.151544 0.999509
mis12 -| grap2a -0.151057 0.999509
snu13b -| lig1 -0.132352 0.999509
vwf -> zgc:136564 0.187497 0.999507
slc2a6 -> cbsa 0.215349 0.999504
ncf2 -| nip7 -0.220974 0.999503
cox8b -> mpp4a 0.078299 0.999503
poln -| cdk1 -0.230245 0.999502
thyn1 -> si:dkey-106l3.6 0.128721 0.999501
cks1b -| prc1b -0.071744 0.999499
haus1 -| chaf1b -0.163266 0.999498
csf3r -| rpl3 -1.538454 0.999493
erg -| zgc:153405 -0.158989 0.999493
apex1 -> si:dkey-111e8.5 0.060908 0.999493
h1fx -| dsn1 -0.107595 0.999492
znhit3 -| gata1b -0.211312 0.99949
si:ch73-237c6.1 -| lig1 -0.362357 0.999489
ncf2 -| apex1 -0.175026 0.999489
pfn1 -| illr4 -0.132352 0.999489
ssuh2rs1 -> hook1 0.083154 0.999489
rplp2l -| marcksl1a -0.104092 0.999488
tomm40l -| ncaph -0.145684 0.999485
ncapd2 -| si:ch211-284o19.8 -0.205127 0.999484
rpl7 -> tgfbi 0.04528 0.999482
mnd1 -| sgk3 -0.075377 0.999481
esco2 -| smc4 -0.206436 0.999479
mgst2 -| fam107b -0.187984 0.999478
mis12 -> flna 0.180776 0.999477
nsun3 -> wdr74 0.143486 0.999477
tat -> amt 0.117648 0.999477
cyb5r2 -> gata2a 0.404163 0.999476
larp4ab -| si:dkey-5n18.1 -0.144813 0.999476
srgn -> cenpk 0.146138 0.999475
slc25a15a -| fam107b -0.264102 0.999474
gig2q -| rps10 -0.932942 0.999471
aga -> si:dkey-188i13.7 0.23454 0.999471
erg -| zgc:136564 -0.208614 0.999468
LOC100334934 -| cenpn -0.114578 0.999467
apol1 -| sele -1.102033 0.999466
si:dkey-6i22.5 -| si:dkey-5n18.1 -0.172286 0.999466
pcna -> cmklr1 0.082645 0.999466
hook1 -> pane1 0.536918 0.999463
znhit3 -> itgb2 0.183783 0.999462
rps6 -| si:dkeyp-9d4.2 -0.064189 0.999462
metrn -| amt -0.13605 0.999461
si:ch211-266i6.3 -| gng12a -0.115595 0.999461
mgst2 -> cyb5r2 0.081659 0.999461
si:dkey-22a1.3 -| rrm2 -0.073394 0.999461
cecr1b -> chaf1a 0.399576 0.99946
zgc:110540 -| krcp -0.09108 0.99946
e2f8 -> nsl1 0.176824 0.999459
si:ch73-40i7.2 -| aga -0.118493 0.999459
chaf1a -> si:dkey-261m9.17 0.202611 0.999458
slmapb -> si:ch211-113a14.28 0.137145 0.999458
cd74a -| swap70b -0.09116 0.999457
si:dkey-6i22.5 -| smc4 -0.198813 0.999456
poln -| larp4ab -0.224161 0.999455
si:ch211-266i6.3 -| top2a -0.145605 0.999455
mis12 -| chchd10 -0.145323 0.999455
