Parent X. Child Weight Probability
cenpk -> chaf1b 0.153991 0.949517
itgb3b -> smc4 0.093346 0.949477
prc1b -> si:ch73-237c6.1 0.09503 0.949442
npm1a -| si:dkey-108k21.10 -0.055798 0.949421
cmklr1 -> stmn1a 0.3563 0.949397
LOC101884755 -> si:ch211-114n24.6 0.406313 0.949392
gata2b -| si:ch211-18i17.2 -0.090781 0.949383
si:ch211-18i17.2 -| f5 -0.790092 0.949317
ripply2 -| prim2 -0.338696 0.949313
LOC100536757 -| ncapg2 -0.124517 0.949297
gpr84 -| itgb3a -0.492032 0.949296
im:6904482 -| slc7a7 -0.08475 0.949265
zgc:173915 -| spc25 -0.148316 0.949259
si:ch211-26b3.4 -| ltb4r -0.114211 0.949188
ctss2.2 -> si:dkeyp-9d4.2 0.116843 0.949179
c1qa -| cmklr1 -0.134501 0.949175
sftpbb -> si:dkey-172j4.3 0.080107 0.949135
LOC559066 -| rpl37 -0.888187 0.949122
pfn1 -| si:ch211-193e13.5 -0.092299 0.949085
chaf1a -> LOC795086 0.047351 0.949079
zgc:153405 -| mgst2 -0.068458 0.949059
si:dkey-172j4.3 -> si:dkey-56i24.1 0.1625 0.94898
tcea3 -> cbsa 0.113819 0.948968
zgc:112234 -| metrn -0.041572 0.948927
tpt1 -| si:dkey-22a1.3 -0.038458 0.948901
gig2q -| si:dkeyp-87d8.8 -0.079574 0.948896
zgc:173915 -| si:ch73-237c6.1 -0.092285 0.948834
ltb4r -> zgc:113411 0.717512 0.948814
vwf -| fam129bb -0.081045 0.948805
lygl1 -> LOC559066 0.057061 0.948793
zgc:112234 -| ndc80 -0.06248 0.948766
sele -> si:dkey-56i24.1 0.0436 0.948718
rrm2 -| atp6v0ca -0.884688 0.948621
rpl21 -| stoml3b -0.068898 0.948566
e2f8 -> atad5a 0.167488 0.948533
mis18a -| cenph -0.118943 0.948529
aurkb -| csf1rb -0.085445 0.948503
rpl15 -> sftpbb 0.043761 0.948498
fam26f -> rpa3 0.503315 0.948467
zgc:158446 -> rps29 0.388916 0.948455
cfp -> ddx39ab 0.566786 0.948433
marcksl1a -> samsn1a 0.104956 0.948428
spc24 -> samsn1a 0.085942 0.948423
c1qa -| chtf8 -0.183576 0.948409
mrc1b -| grn1 -0.216249 0.948365
tomm40l -| zgc:136564 -0.091011 0.94835
rpl6 -> cfp 0.048046 0.948322
itgb3b -| zgc:198419 -0.076882 0.948319
si:ch211-113a14.28 -> si:ch73-237c6.1 0.091605 0.948313
si:ch211-113a14.18 -| efhd2 -0.158726 0.948305
ssuh2rs1 -| cdk1 -0.211838 0.948295
c1qb -| fam129bb -0.080231 0.948294
rps29 -| yes1 -0.055244 0.94828
zgc:86764 -| mki67 -0.173199 0.948271
sele -| zgc:158446 -0.057954 0.948265
si:dkey-261m9.17 -| zgc:110425 -0.217128 0.948254
chaf1a -> gng12a 0.107461 0.948236
srgn -> top2a 0.07325 0.948227
si:dkey-108k21.10 -| cenph -0.117204 0.948221
apex1 -> si:ch211-193e13.5 0.063402 0.948197
gtse1 -> mis12 0.162037 0.948195
tcea3 -> smc4 0.197489 0.94816
metrn -| marcksl1a -0.177044 0.948147
LOC570115 -> chtf18 0.146496 0.948147
stmn1a -| tat -0.04255 0.948141
nsa2 -| thyn1 -0.057124 0.948128
il1b -| sftpbb -0.150514 0.948125
spc24 -| zgc:101000 -0.3844 0.948119
arhgdig -| runx1 -0.084859 0.948117
si:ch211-113a14.28 -> tomm40l 0.161915 0.948105
tmsb4x -| mrps35 -0.198736 0.948008
srgn -| tmsb4x -0.040983 0.947972
rpa3 -> atad5a 0.185642 0.947967
si:ch211-18i17.2 -| ltb4r -0.092026 0.947953
LOC100148591 -| nkain1 -0.070757 0.947943
zgc:110216 -> arhgdig 0.34628 0.947937
si:dkey-108k21.14 -| aldh9a1a.1 -0.726433 0.947919
aurkb -| actb2 -0.102446 0.94789
metrn -| atp1a3a -0.103364 0.947829
si:dkey-5n18.1 -| rps24 -0.620543 0.9478
si:dkey-261m9.17 -| mettl1 -0.148161 0.947793
grna -> si:ch211-266i6.3 0.113701 0.947782
ctgfa -> tcea3 0.023936 0.947751
smc2 -> ms4a17a.10 0.075227 0.94775
mis12 -| mis12 -0.105099 0.947727
itga2b -| erg -0.075996 0.947669
cerkl -> si:dkey-257i7.5 0.360655 0.947665
csf1rb -> cerkl 0.066858 0.947656
ms4a17a.10 -> zgc:110540 0.218119 0.947644
si:ch211-156j16.1 -> si:dkey-188i13.7 0.033969 0.947619
spc25 -> spc24 0.40602 0.947616
tirap -| rpl6 -0.453406 0.947613
ssuh2rs1 -> scd 0.06598 0.947584
rrm2 -| mettl1 -0.221521 0.94758
ndc80 -| atad5a -0.11681 0.947565
rpl18 -> si:dkey-56f14.7 0.054204 0.947519
blf -| tomm40l -0.066398 0.9475
hells -| adoa -0.039673 0.947484
hook1 -> metrn 0.09551 0.947462
swap70b -> rpl37 0.708731 0.947433
lygl1 -> caly 0.165227 0.94743
fzd8b -| cdk6 -0.13568 0.94733
zgc:92868 -| ms4a17a.10 -0.074888 0.947326
si:dkeyp-87d8.8 -| nkain1 -0.094109 0.947248
rpl6 -| chtf18 -0.058233 0.947235
si:busm1-266f07.2 -> tuba8l4 0.286831 0.94721
soul5 -| ncaph2 -0.11481 0.947205
rpl30 -> si:dkey-172j4.3 0.031311 0.947173
si:dkey-108k21.14 -| rpl22 -0.988873 0.947163
tpt1 -| si:dkey-111e8.5 -0.02983 0.947141
cdca7b -> mylk5 0.072269 0.947132
vrk2 -> ndc80 0.187963 0.947129
rps4x -| zgc:86764 -0.062505 0.947128
prc1b -> csf3r 0.077509 0.947121
c24h7orf50 -| ponzr1 -0.076681 0.947104
tomm40l -| mnd1 -0.094602 0.947094
spc24 -| fzd8b -0.210297 0.947056
gtse1 -> chaf1b 0.181854 0.947041
gabrp -| gpr183a -0.126279 0.947033
rad51 -| si:dkey-6i22.5 -0.098369 0.947019
ncf2 -| mis12 -0.11937 0.947007
rpl10a -| ms4a17a.6 -0.045136 0.946984
cdk1 -| tomm40l -0.097184 0.946941
marcksl1a -> nsun3 0.095754 0.946928
LOC795086 -| si:dkey-257i7.5 -0.304637 0.946925
pus1 -> e2f8 0.0971 0.94691
myb -| chtf18 -0.062311 0.946873
cecr1b -> kcnf1a 0.272091 0.946856
actb2 -| si:dkey-22a1.3 -0.117484 0.946845
mcoln3a -> c1qb 0.141509 0.946829
gig2q -| rps27.1 -0.705217 0.946799
itga2b -| si:dkey-126g1.9 -0.039747 0.946786
nadk2 -> fam26f 0.084539 0.946783
hook1 -> ndc80 0.20134 0.946778
galm -| pus1 -0.146149 0.946776
ms4a17a.6 -| cth -0.089367 0.946775
cdk1 -| pbk -0.14543 0.946766
btf3 -> itgb2 0.099059 0.946746
ncapd2 -| cenph -0.094577 0.946737
gnai2b -| lig1 -0.172439 0.946652
si:ch211-113a14.18 -| cdkn2d -0.070294 0.946648
si:dkey-172j4.3 -> ponzr1 0.291162 0.946631
pdcd2l -> pdcd2l 0.067618 0.946628
mmp14b -> ms4a17a.10 0.048288 0.946613
tat -| si:dkey-172j4.3 -0.05202 0.946598
mpp4a -> rps4x 0.933828 0.946587
mcl1a -| mafba -0.090657 0.946585
primpol -| soul5 -0.073707 0.946582
tgfbi -| cth -0.106245 0.94656
grap2a -| rad51 -0.116659 0.946506
hells -> dsn1 0.196322 0.946485
pcbd1 -> gfi1b 0.570067 0.946436
rpl5b -| LOC100148591 -0.072423 0.946404
krcp -> top2a 0.151012 0.946357
cyb5r2 -| cdk1 -0.26212 0.946346
rps19 -> c1qc 0.058386 0.946338
zgc:198419 -| gnai2b -0.148201 0.946222
ncapd2 -| arhgdig -0.222128 0.9462
nsl1 -> haus1 0.156985 0.94614
tal1 -> nsl1 0.075984 0.946137
mki67 -> mrps35 0.164302 0.946117
ctgfa -> ppardb 0.036312 0.946105
ncapd2 -| tyms -0.140279 0.946092
ctss2.2 -| aga -0.053711 0.946089
c1qb -| grna -0.171345 0.946011
rap1b -| si:dkey-204f11.64 -0.065056 0.946009
prim2 -| pus1 -0.097238 0.945968
si:dkey-261m9.12 -| gata1b -0.237343 0.945961
si:dkey-182g1.4 -> caly 0.291784 0.945919
mcl1a -> pbk 0.119153 0.945917
rps6 -| eef1a1l1 -0.171435 0.945896
rpl6 -| cfl1 -0.094672 0.945884
gig2q -| hmga1a -0.640102 0.945844
prim1 -> slc7a7 0.060949 0.94584
rpl7 -> fam26f 0.064312 0.945838
anxa1a -| c24h7orf50 -0.147173 0.94578
rpl36a -| si:dkey-106l3.6 -0.042479 0.945779
rplp1 -| mki67 -0.107166 0.945727
tpm4a -> nip7 0.091936 0.945723
rpl35a -| si:ch211-74m13.3 -0.064184 0.945683
gig2q -| atic -0.158124 0.945674
cdca7b -| pus1 -0.113721 0.945668
irf8 -> txn 0.15702 0.945638
itga2b -| il1b -0.042911 0.94563
chchd10 -| si:ch211-266i6.3 -0.093767 0.945602
swap70b -| caly -0.266505 0.945601
mis18a -| kif15 -0.150239 0.94557
mafba -> mad2l1 0.177622 0.945505
gig2q -| si:dkey-6i22.5 -0.160131 0.945489
c5ar1 -| gpr183a -0.147545 0.945451
pcbd1 -| scd -0.058569 0.945426
si:dkeyp-9d4.2 -| cdkn2d -0.096129 0.945401
zgc:110540 -> pbk 0.199019 0.945327
c1qb -| mthfd1b -0.117393 0.94528
si:ch211-113a14.18 -> si:dkey-6i22.5 0.152284 0.945279
ccna2 -| tomm40l -0.105972 0.945258
cecr1b -> ccna2 0.234979 0.945243
c1qb -| c1qc -0.131307 0.945228
znhit3 -> si:dkey-188i13.7 0.174291 0.945226
sgk3 -| rpl35 -0.746763 0.945223
LOC570115 -> mis18a 0.129059 0.945214
mad2l1 -> gtse1 0.103273 0.945171
slc29a2 -> pstpip1a 0.036519 0.94517
ctgfa -> efhd2 0.092646 0.945153
cdkn2d -> mettl1 0.18815 0.945136
csf3r -> grb10a 0.725733 0.945097
spc25 -| itgb2 -0.12385 0.945096
dachd -| LOC101884755 -0.094898 0.94508
gpr183a -| si:dkey-106l3.6 -0.086829 0.945079
si:ch211-26b3.4 -> cfl1 0.164679 0.945062
nadk2 -> si:ch211-266i6.3 0.093992 0.945062
cd74b -| dtymk -0.094985 0.945048
rps4x -> marcksl1a 0.085273 0.945048
gig2q -| ncaph2 -0.170959 0.945029
h1fx -| haus1 -0.077069 0.945022
slc25a15a -| LOC100536757 -0.137639 0.944944
cecr1b -| si:ch211-156j16.1 -0.837158 0.944933
actb2 -> zgc:110224 0.105564 0.944894
prc1b -| fli1a -0.393655 0.944887
si:ch211-113a14.18 -> mki67 0.214538 0.944865
adoa -> gata2a 0.237212 0.944827
si:ch211-26b3.4 -| rpl7a -1.047643 0.944808
ncapg2 -> LOC100536757 0.099297 0.944796
rps7 -| c24h7orf50 -0.053793 0.944794
phkg1a -| eef1a1l1 -0.261708 0.944792
ndc80 -> si:ch211-74m13.3 0.057971 0.944724
csf1rb -| LOC101885604 -0.033967 0.944715
mmp14b -> si:dkey-102g19.3 0.073144 0.944713
tat -| slc29a2 -0.144846 0.944681
lamb1b -> gng12a 0.079486 0.944664
c1qb -| cbsa -0.109486 0.944644
dachd -| cfp -0.091631 0.944641
si:ch73-40i7.2 -> nsun3 0.136232 0.94462
slc2a6 -| stoml3b -0.125722 0.944619
cenpk -| pbk -0.14316 0.944591
itgae.1 -> c1qa 0.099343 0.94459
tyms -| atic -0.074597 0.944581
rrm2 -> tomm40l 0.19661 0.944563
krcp -| rad51 -0.109916 0.944556
haus1 -> si:ch73-40i7.2 0.044253 0.944553
apex1 -> stoml3b 0.069581 0.944533
si:ch73-237c6.1 -| runx1 -0.158253 0.944526
ssuh2rs1 -> sftpbb 0.100491 0.944521
sftpbb -> c1qa 0.134846 0.944487
rpl6 -| slc25a15a -0.037125 0.944467
atp1a3a -| krcp -0.14665 0.944453
yes1 -> cdkn2d 0.122108 0.944402
pfn1 -| tgfbi -0.075033 0.944381
LOC100148591 -| si:dkey-108k21.10 -0.071631 0.944363
c1qa -> si:ch211-113a14.28 0.100333 0.944318
cmklr1 -| tal1 -0.709187 0.944294
anxa1a -> rap1b 0.236397 0.944254
si:dkey-185e18.7 -> si:dkey-188i13.7 0.122527 0.944243
arhgdig -| cenph -0.065899 0.944213
tmsb4x -| grap2a -0.177486 0.944203
scd -| cdc6 -0.162953 0.944126
srgn -| caly -0.114557 0.944126
grna -| chtf8 -0.144085 0.944011
ccna2 -> mgst2 0.063966 0.943984
snx10b -| anxa1a -0.156948 0.943928
rpl39 -| si:ch211-283g2.2 -0.060273 0.943908
hsp90ab1 -| zgc:198419 -0.111418 0.943905
ppardb -| itgae.1 -0.18971 0.943871
si:dkey-172j4.3 -> si:dkey-172j4.3 0.091778 0.943858
nkain1 -| im:6904482 -0.106747 0.94376
rpl18 -> ms4a17a.10 0.044025 0.94373
mki67 -| grap2a -0.101919 0.943726
aga -| tat -0.119118 0.943707
chtf18 -> si:dkey-6i22.5 0.145358 0.943679
rps27a -| vwf -0.046486 0.943614
rpl6 -| csf1rb -0.040561 0.943573
hspe1 -| zgc:110224 -0.05708 0.94357
si:dkey-261m9.17 -| ncaph2 -0.133271 0.943556
myb -| tyms -0.079027 0.943516
smc4 -| mthfd1b -0.077356 0.943515
fb06f03 -> itgb2 0.0839 0.943507
fn1b -> rrm2 0.0314 0.943498
gata2a -> metrn 0.052826 0.943496
si:dkey-126g1.9 -> lig1 0.306198 0.943475
gpr183a -> gata2b 0.100266 0.943433
rpa3 -> cenpk 0.22011 0.943426
smc2 -> ctss2.2 0.080695 0.943395
gabrp -| tfb1m -0.123632 0.943384
poln -> zgc:110425 0.312191 0.943383
si:dkeyp-87d8.8 -| slc29a2 -0.192202 0.943328
ms4a17a.10 -> si:dkey-56i24.1 0.140049 0.943274
si:dkey-108k21.10 -| si:dkey-204f11.64 -0.082491 0.943269
slc7a7 -| tspan5a -0.674247 0.94323
chaf1a -> zgc:173552 0.129411 0.943212
im:6904482 -> runx1 0.145593 0.943204
itgae.1 -> slc2a6 0.065666 0.943197
dennd2da -> ppardb 0.088267 0.94315
mcoln3a -> ms4a17a.10 0.094088 0.943127
slc3a2a -> ltb4r 0.108329 0.943114
mcl1a -| si:ch211-74m13.3 -0.049002 0.943094
npm1a -| si:ch211-113a14.22 -0.074163 0.943062
itgb3b -> smc2 0.090092 0.943015
apex1 -> c5ar1 0.061247 0.94299
larp4ab -| mad2l1 -0.096805 0.942987
mettl1 -| gata2b -0.054068 0.942969
zgc:173552 -> si:busm1-266f07.2 0.079702 0.942965
npm1a -| e2f8 -0.054103 0.94296
zgc:110216 -| lamb1b -0.188042 0.942945
si:dkey-261m9.17 -> tgfbi 0.067474 0.942899
gpr183a -| gstm.2 -0.442056 0.942863
slc3a2a -> si:ch211-114n24.6 0.430148 0.942851
cdc6 -| galm -0.061963 0.94285
slmapb -| gng12a -0.099399 0.942803
tmsb4x -> fzd8b 0.29604 0.942796
rps5 -| metap1 -0.080628 0.942788
anxa1a -> limd2 0.433259 0.94278
blf -> zgc:173915 0.080682 0.942757
thyn1 -> chaf1a 0.179127 0.942754
dachd -| moxd1 -0.123941 0.942729
apex1 -> slc2a6 0.056758 0.942691
mnd1 -| cenpk -0.166976 0.942657
smc2 -> pus1 0.147912 0.942626
rpl28 -| cdca7b -0.030793 0.942593
slc3a2a -> si:busm1-266f07.2 0.098972 0.942581
larp4ab -| ctss2.2 -0.088224 0.942567
c1qa -| ctss2.2 -0.11827 0.942553
LOC101884755 -> rpl23 0.590782 0.942529
marco -| rps21 -0.824457 0.942523
LOC101885604 -> zgc:86764 0.18994 0.942503
soul5 -> si:dkey-56i24.1 0.134491 0.9425
zgc:110216 -| ccr9a -0.09533 0.942484
tubb4b -> mcoln3a 0.072004 0.942471
pbk -> chtf8 0.212141 0.942441
itgb2 -> mis12 0.133547 0.942412
fam129bb -| kcnf1a -0.228415 0.942384
si:dkey-185e18.7 -| pfn1 -0.139445 0.942364
actb2 -> si:dkey-195m11.11 0.098598 0.942354
eef1a1l1 -| rpl23 -0.716544 0.942345
rpl35a -| c1qb -0.102541 0.942325
si:ch211-284o19.8 -| nsun3 -0.093834 0.942312
cd74a -| amt -0.036745 0.942261
ms4a17a.10 -> gnai2b 0.175472 0.942249
gpr183a -| scd -0.056664 0.942217
arpc1b -| ndc80 -0.099183 0.942213
nsl1 -| LOC100536757 -0.093184 0.942207
fam107b -| c1qa -0.100108 0.942175
gnai2b -| h3f3a -0.532021 0.942154
rps25 -> mrc1b 0.120005 0.942117
spc25 -> top2a 0.143396 0.942114
si:ch211-226m16.2 -| slc29a2 -0.087984 0.94207
cth -| si:ch211-283g2.2 -0.08401 0.94207
si:dkey-257i7.5 -| rad51 -0.111982 0.942067
snu13b -> zgc:110340 0.076526 0.942015
si:dkey-185e18.7 -| hexb -0.154293 0.942004
mki67 -> im:6904482 0.101827 0.941988
itgae.1 -> fli1b 0.104533 0.941985
si:dkey-108k21.10 -| e2f8 -0.107068 0.941958
tmsb4x -| atp6v0ca -1.021445 0.941949
c1qa -> si:ch211-113a14.18 0.119597 0.941933
irf8 -> mis18a 0.113549 0.941893
mis12 -> mis18a 0.110126 0.94187
spns3 -| cd74b -0.37284 0.941812
mrps35 -> slmapb 0.093376 0.941754
cdk1 -> itgb3b 0.262035 0.941686
atic -> si:ch211-18i17.2 0.097049 0.941676
cd74a -| atp1a3a -0.029113 0.941655
haus5 -| si:dkey-22a1.3 -0.080609 0.941646
zgc:92868 -| marco -0.08538 0.941641
rps15a -> gpr183a 0.073775 0.941589
rplp1 -| amt -0.044519 0.94157
rpl37 -| nsl1 -0.057681 0.941553
eef1b2 -> grn1 0.08236 0.941532
zgc:110224 -| gata2b -0.083822 0.941499
LOC100536757 -| rps10 -0.438599 0.941456
spc25 -> si:dkey-56m19.5 0.069169 0.941391
si:dkeyp-87d8.8 -> ndc80 0.162152 0.94137
si:ch73-90p23.1 -| c24h7orf50 -0.179235 0.941369
top2a -| fli1b -0.10328 0.941364
tirap -| chaf1b -0.166711 0.941346
slc29a2 -> cenph 0.131736 0.941318
mcl1a -| gpr84 -0.053826 0.941304
si:ch211-283g2.2 -| ncapd2 -0.153858 0.941291
rps25 -> cyp3c1 0.036806 0.94128
apex1 -> cyp3c1 0.052725 0.941262
mnd1 -| fli1b -0.102262 0.941257
tmsb4x -| fam129bb -0.089973 0.941214
tmsb4x -> stoml3b 0.098531 0.941209
tpt1 -| ncapd2 -0.059797 0.941198
mki67 -| mmp14b -0.363924 0.941179
cd74a -| nsun3 -0.046403 0.941161
mrps35 -| zgc:86764 -0.106489 0.941143
npm1a -| pbk -0.101629 0.94113
top2a -> zgc:173915 0.129672 0.941093
ctss2.2 -> ppardb 0.091321 0.941067
rpl7 -> slc7a7 0.042843 0.941064
ssuh2rs1 -| itga2b -0.546034 0.941061
tnfrsf9a -> dachd 0.046948 0.941048
marcksl1a -| dachd -0.092027 0.941041
slc2a6 -> rpl10a 0.862794 0.940989
prim1 -| primpol -0.08831 0.940953
rpl18a -> si:dkeyp-9d4.2 0.080013 0.940942
zgc:110425 -> erg 0.049108 0.940917
pnrc2 -> LOC101884755 0.063286 0.940911
rad51 -| mettl1 -0.114708 0.940852
apol1 -> lygl1 0.315335 0.940824
gata1b -| mgst2 -0.044871 0.940798
eef1g -| mettl1 -0.062288 0.940777
ponzr1 -> itgb3a 0.318493 0.940729
illr4 -| si:dkey-22a1.3 -0.1092 0.940727
c1qb -| csf3r -0.089281 0.940704
si:ch211-113a14.28 -> rad51 0.163931 0.940615
si:ch211-283g2.2 -| nsl1 -0.138566 0.940595
si:dkey-185e18.7 -> zgc:86764 0.148935 0.940594
tgfbi -| pdlim1 -0.682522 0.940555
pcbd1 -| dhfr -0.235126 0.940506
apex1 -> mafba 0.108876 0.940483
chchd10 -> zgc:110340 0.098395 0.940409
il1b -| kcnf1a -0.281071 0.940389
si:dkeyp-87d8.8 -| ripply2 -0.040289 0.940372
scd -> si:dkey-56f14.7 0.128061 0.940321
LOC559066 -| zgc:110224 -0.131178 0.940289
tirap -> LOC100148591 0.1613 0.940275
si:ch211-18i17.2 -> susd1 0.340718 0.940154
tyw3 -> si:ch211-161h7.4 0.157048 0.940152
primpol -> ppardb 0.076002 0.940145
prim1 -| vrk2 -0.033406 0.940097
si:ch211-113a14.22 -> gnai2b 0.13622 0.940092
apol1 -| itgb3b -0.470752 0.940089
gp1bb -> tyw3 0.050881 0.940028
c1qa -| lamb1b -0.207687 0.939994
ssuh2rs1 -> dachd 0.113829 0.939987
ncf2 -| lig1 -0.172951 0.939967
ncaph -| si:ch211-266i6.3 -0.08877 0.939932
soul5 -> rad51 0.150117 0.939907
apol1 -| atic -0.173461 0.939892
pdcd2l -> LOC100334934 0.244934 0.939881
rplp1 -| nkain1 -0.040465 0.939874
smc4 -| krcp -0.065191 0.93986
gig2q -| rplp2l -0.773603 0.939832
rpl12 -| metrn -0.030339 0.939826
ncapd2 -| atp1a3a -0.104615 0.939814
prc1b -> si:dkey-188i13.7 0.121371 0.939799
si:dkey-195m11.11 -| itgb3b -0.448304 0.939781
zgc:110340 -> rpl8 0.388783 0.939759
mpp4a -| lmo2 -0.804231 0.939758
csf1rb -> spc25 0.157207 0.939754
cenpk -| gabrp -0.048287 0.939754
zgc:110224 -> cenpn 0.131873 0.939753
tpt1 -| smc2 -0.075268 0.939751
zgc:110340 -> ddx5 0.375735 0.939735
poln -> grn1 0.17974 0.939703
ltb4r -| gata2a -0.262741 0.939686
zgc:110540 -| metrn -0.05138 0.939667
slc25a15a -> tfb1m 0.152792 0.939664
apln -> si:dkeyp-87d8.8 0.025039 0.939649
c1qa -| grn1 -0.239304 0.939637
ppardb -> znhit3 0.122986 0.939562
ctgfa -> tomm40l 0.042265 0.939517
cd74b -> slc7a7 0.061647 0.939505
f5 -| si:rp71-1g18.13 -0.025626 0.93948
poln -| erg -0.052499 0.939465
cd74b -| esco2 -0.060629 0.93945
prc1b -> fam26f 0.104515 0.939445
si:dkey-106l3.6 -| zgc:198419 -0.131951 0.939414
pfn1 -| cecr1b -0.079712 0.939413
si:dkey-108k21.14 -> zgc:86764 0.212622 0.939394
prim1 -| cbsa -0.058834 0.939393
gabrp -> ncf2 0.155916 0.939358
ssuh2rs1 -| LOC100334934 -0.244766 0.939321
prc1b -> si:dkey-172j4.3 0.057568 0.939313
il1b -> h1fx 0.777269 0.9393
cd74a -| rps19 -0.507262 0.939293
gig2q -| rpl8 -0.627391 0.939252
serpinb1 -| ncaph -0.087063 0.939234
c24h7orf50 -| pcbd1 -0.05771 0.939233
si:dkey-56m19.5 -> rps29 0.439119 0.939227
actb2 -| cbsa -0.12573 0.939227
thyn1 -> ccna2 0.160914 0.93921
chchd10 -> ddx5 0.353357 0.939203
si:dkey-106l3.6 -| socs7 -0.041222 0.939183
tmsb4x -| h3f3a -1.066298 0.939181
sftpbb -> si:dkey-56m19.5 0.105906 0.939167
hexb -| ddit4 -0.045009 0.939156
dachd -> rrm2 0.067213 0.939151
rad51 -| gstm.2 -0.411119 0.9391
zgc:110224 -> prim1 0.375377 0.939092
ncapd2 -| fam26f -0.107323 0.939019
chchd10 -| si:ch211-161h7.4 -0.105253 0.938968
LOC101885604 -| pstpip1a -0.073847 0.938962
si:dkey-108k21.10 -| rpl5b -0.521452 0.93894
ncaph -| mrps35 -0.131094 0.938931
eef1b2 -| ncf2 -0.06654 0.938901
ppardb -> thyn1 0.149377 0.938888
runx1 -> apex1 0.183888 0.938885
csf1rb -> LOC100148591 0.122052 0.938878
chtf18 -> si:ch211-161h7.4 0.149312 0.938872
zgc:158446 -> swap70b 0.08765 0.938859
zgc:198419 -| ndc80 -0.146345 0.938856
efhd2 -| cdk6 -0.158567 0.938844
si:dkey-5n18.1 -| si:dkey-22a1.3 -0.088819 0.938837
itgae.1 -> snx10b 0.066167 0.938791
fli1b -| si:ch73-40i7.2 -0.043639 0.938767
arhgdig -| arhgdig -0.149822 0.938666
si:dkey-56f14.7 -| zgc:173915 -0.168855 0.938636
slc29a2 -> poln 0.13866 0.93862
ssuh2rs1 -| mis12 -0.143189 0.938613
phkg1a -> yes1 0.076966 0.938608
fzd8b -> actb2 0.062608 0.938562
pus1 -> fzd8b 0.214054 0.938543
top2a -> si:ch211-266i6.3 0.143593 0.938534
ltb4r -> tpt1 0.844515 0.938531
tyms -| mis12 -0.08394 0.938492
arpc5a -> apol1 0.042564 0.938479
mrps35 -| si:dkey-106l3.6 -0.064996 0.938424
cox8b -> c1qa 0.095735 0.938419
gpr183a -> f5 0.483067 0.938382
galm -| zgc:110216 -0.097912 0.938379
mthfd1b -> si:ch211-161h7.4 0.151518 0.938375
phkg1a -> LOC101884755 0.091047 0.938375
esco2 -> si:ch211-161h7.4 0.150613 0.938368
chaf1b -| zgc:112234 -0.308717 0.938349
prim2 -| si:dkey-22a1.3 -0.060211 0.938347
n6amt2 -> metap1 0.185328 0.938342
rpl10a -| mrc1b -0.056448 0.938285
il1b -| tfeb -0.110722 0.93828
fam107b -> cenpk 0.195103 0.938265
galm -> si:dkey-22a1.3 0.103456 0.938257
pnrc2 -> irf8 0.064247 0.938257
c1qb -| si:ch73-90p23.1 -0.100254 0.938254
pdlim1 -| zgc:110340 -0.074096 0.938222
larp4ab -| LOC559066 -0.067262 0.938203
si:dkey-108k21.10 -| larp4ab -0.228016 0.938192
ms4a17a.10 -> si:dkeyp-87d8.8 0.082237 0.938168
tirap -| eef1b2 -0.602255 0.938126
swap70b -> rps2 0.601687 0.938114
rpl39 -| krcp -0.057863 0.938053
n6amt2 -| larp4ab -0.118541 0.938052
csf3r -> ddx5 0.468332 0.93804
ms4a17a.10 -| pdlim1 -0.662675 0.938039
amt -| mgst2 -0.070174 0.937965
tfb1m -| cenpn -0.111629 0.937887
tcea3 -> rad51 0.161638 0.93788
mis12 -| slc29a2 -0.128732 0.937868
mad2l1 -| cth -0.069526 0.937862
rrm2 -| lamb1b -0.233869 0.937857
si:ch211-113a14.22 -> ponzr1 0.14096 0.937794
zgc:101000 -> si:dkey-195m11.11 0.049605 0.937778
kcnf1a -> cdk1 0.169971 0.937748
si:dkey-261m9.17 -| h3f3a -0.381907 0.937745
pcbd1 -| grap2a -0.137586 0.937737
phkg1a -> mrc1b 0.109578 0.937721
itgae.1 -> si:dkey-56f14.7 0.110145 0.937699
atp1a3a -| atic -0.132734 0.937694
cerkl -> ctgfa 1.107849 0.937683
rpl8 -| tomm40l -0.055335 0.937594
ncf2 -| chaf1a -0.166325 0.937587
ms4a17a.6 -| tmsb4x -0.096849 0.937586
ndc80 -| e2f8 -0.086509 0.937569
btf3 -> sc:d0284 0.031779 0.937565
tirap -| nip7 -0.185551 0.937546
fam107b -| zgc:110224 -0.091247 0.93754
gtse1 -> cenpk 0.211196 0.937498
mmp14b -> fli1b 0.073591 0.937491
si:ch211-113a14.22 -> chtf18 0.122764 0.937467
si:ch211-113a14.22 -| chaf1b -0.1147 0.937437
ube2t -| LOC570115 -0.055064 0.937418
si:dkey-88e18.2 -| mylk5 -0.088156 0.937381
hook1 -| LOC101885604 -0.059522 0.937354
slc2a6 -> aurkb 0.231104 0.93734
csf3r -| rrm2 -0.079742 0.937313
gnai2a -| si:ch73-90p23.1 -0.044203 0.937227
tcea3 -> si:dkey-6i22.5 0.151374 0.937207
slc3a2a -> rps10 0.645374 0.937196
dachd -| ncf2 -0.128354 0.937193
snx10b -| si:ch211-39k3.2 -0.105819 0.937126
si:ch211-117m20.5 -> rpl7 0.495881 0.937096
sftpbb -> si:dkey-5n18.1 0.160964 0.937075
prim1 -| cdca7b -0.047141 0.937073
zgc:110216 -| aga -0.052845 0.937061
si:dkey-108k21.10 -| fam107b -0.122736 0.937044
runx1 -| mfap4 -0.097197 0.937002
