SourceGENES,TargetGENES,Interaction,Edges
G1,G42,0.267629347962514,repression
G13,G76,0.267372943281662,activation
G70,G10,0.267122769237435,repression
G67,G43,0.26710012028128,activation
G54,G59,0.266692020580087,repression
G42,G93,0.26663090371392,repression
G97,G22,0.26644926682525,activation
G31,G34,0.266315054257245,activation
G92,G22,0.266269501776952,repression
G80,G23,0.265474155693519,activation
G18,G61,0.265278663699286,activation
G44,G49,0.26509553046288,repression
G8,G73,0.264896445681148,repression
G87,G42,0.2643531568245,activation
G69,G57,0.264089962690007,repression
G18,G83,0.264041772697508,repression
G62,G64,0.263963693573725,repression
G36,G92,0.263819851432882,repression
G38,G94,0.263688344293407,activation
G21,G68,0.263542009892324,activation
G92,G72,0.263474271682559,repression
G97,G83,0.263460958652707,activation
G27,G75,0.263356186967687,activation
G64,G49,0.2631443290581,activation
G34,G90,0.263061348136304,repression
G56,G77,0.262687234392653,repression
G92,G43,0.262653235094337,repression
G6,G38,0.262320743116572,activation
G97,G52,0.262078779044053,activation
G67,G59,0.261885841236955,repression
G46,G97,0.261822338987972,repression
G80,G3,0.261787461907741,activation
G50,G91,0.26163419888544,activation
G60,G63,0.261597904179592,activation
G40,G60,0.261102136396558,repression
G56,G30,0.261028587517668,repression
G7,G30,0.260853885705631,activation
G57,G48,0.260798507324456,activation
G50,G40,0.260655966045333,repression
G73,G80,0.260617372434154,repression
G88,G80,0.26052922904093,repression
G40,G21,0.260380434098112,repression
G44,G30,0.260131009316365,activation
G28,G2,0.259519758647822,activation
G46,G78,0.258704668853994,activation
G8,G64,0.258621701906516,repression
G30,G15,0.258525715224774,repression
G21,G61,0.25841326204604,repression
G18,G45,0.258282559700813,repression
G36,G49,0.257819186937961,repression
G3,G51,0.257762181512644,repression
G39,G87,0.25774210479015,activation
G20,G10,0.257681440543095,repression
G36,G73,0.257624504416503,activation
G35,G18,0.257354510405211,activation
G88,G79,0.257219016074433,activation
G56,G53,0.256868059109282,activation
G6,G16,0.256758027886305,activation
G45,G2,0.256634722629296,activation
G46,G95,0.256475711414412,repression
G69,G32,0.256399533833147,repression
G47,G57,0.256279239629882,activation
G38,G74,0.256003259413169,activation
G69,G8,0.255998146389864,activation
G14,G100,0.255844377109436,activation
G97,G12,0.255779579652817,activation
G47,G22,0.255766782132562,activation
G38,G7,0.255675654250774,activation
G28,G98,0.255604588583033,activation
G43,G65,0.255477500111424,repression
