SourceGENES,TargetGENES,Interaction,Edges
MYEF2,HOXA10,0.0519646660063437,repression
FOS,JUN,0.0517890884395452,repression
FOS,ELK1,0.0512860443129666,activation
CBFB,MYEF2,0.0512096792545242,activation
IRF8,PPARD,0.0510459199885279,repression
NFYC,ETS1,0.0508127041611131,activation
ETS1,SNAI3,0.0506415556417997,activation
NFYC,SPIB,0.0504623110431546,repression
RXRB,IRF8,0.0504176105374185,activation
PPARD,TCF3,0.05012818615899,activation
UHRF1,STAT1,0.0500991818064771,activation
PPARD,NFYC,0.0498354328016653,activation
PPARD,FLI1,0.0498006592885666,activation
NFATC1,PPARG,0.0497816261844173,repression
UHRF1,TCFL5,0.0497249007677784,repression
PPARD,RUNX1,0.0494102011319789,repression
UHRF1,MYB,0.049362923062326,activation
IRF8,SNAI3,0.0492605541479447,repression
MYEF2,RXRB,0.0491762027126597,activation
RXRB,NFATC2,0.0490968314819122,activation
PPARD,CEBPD,0.0490360374771671,activation
UHRF1,HOXA13,0.0486888527037236,activation
UHRF1,TRIM28,0.0485056236714535,activation
CBFB,NFE2L1,0.0484932034994796,repression
LMO2,UHRF1,0.0484052001668399,activation
FOSB,PPARG,0.0483004512860815,repression
FOSB,PPARD,0.0482381430807063,repression
UHRF1,SP3,0.0481841046491905,activation
STAT1,PPARG,0.0481605897365652,repression
CEBPD,VDR,0.0481122381972429,activation
RXRB,SMAD4,0.0480159166659261,activation
FOSB,SNAI3,0.0476790853711912,repression
UHRF1,SPI1,0.0476096403210064,activation
NFATC1,PPARD,0.0475309134633206,activation
CEBPD,PRDM1,0.0475161655298177,activation
VDR,FOS,0.0474122185029365,activation
STAT1,PPARD,0.0473726000563769,activation
IRF8,FOSB,0.0473516804495443,activation
LMO2,CBFB,0.0473206941783211,repression
RXRB,HOXA10,0.0472545488333209,activation
NFYA,JUN,0.0470399881160862,activation
STAT1,SNAI3,0.0469955309979653,activation
LMO2,SNAI1,0.0467894417326051,repression
CEBPB,FOS,0.0466642061708395,activation
UHRF1,NFYA,0.0465692959974265,activation
IRF8,MYEF2,0.0465469004309163,activation
MYEF2,TCFL5,0.0465401173412557,activation
MYEF2,STAT1,0.0464090449875185,activation
CBFB,CEBPB,0.0463539542509575,activation
MYEF2,MYB,0.0463413416840843,repression
MYEF2,MAFB,0.0463258032583553,repression
NFYA,ETS1,0.046285640104469,repression
ETS1,PPARD,0.046266125689579,activation
NFYC,ELK1,0.046152195317001,repression
SMAD4,FOS,0.0459317853303961,activation
CEBPD,TFPT,0.0456930709050003,repression
MYEF2,TRIM28,0.0455106153612468,repression
MYEF2,HOXA13,0.0454296551538858,activation
NFATC1,SNAI3,0.0453385377203395,activation
VDR,NFATC1,0.0452027363798269,activation
ETS1,FOSB,0.0451873248445514,activation
MYEF2,SP3,0.0451834673296768,activation
FOSB,FOSB,0.0449682378795083,activation
CBFB,SMAD3,0.0448735707677143,repression
LMO2,IRF8,0.0446359686338344,activation
PPARD,RREB1,0.0445449854505088,activation
STAT1,FOSB,0.0445406587071319,activation
ETS1,NFE2L1,0.0443434237978595,repression
RXRB,RXRB,0.0439498448028363,activation
UHRF1,TCF3,0.0439154405605014,activation
